ntaxa,bl,method,rep,estbias,r,rmsd,resvar,type,parameter
128,0.0025,FEL1,1,1.49783078794475,0.309282419611803,2.07242386024935,2.15284702306443,nobias,dn
128,0.0025,FEL1,2,1.09509189732419,0.481878033611207,1.96068927624839,2.45974237471403,nobias,dn
128,0.0025,FEL1,3,1.49158349374572,0.512208122398791,2.45897515279323,3.37120455484534,nobias,dn
128,0.0025,FEL1,4,1.26233346109602,0.210881042746958,1.77716984206567,1.66549909088454,nobias,dn
128,0.0025,FEL1,5,0.920708354120128,0.469712022071375,1.47189793482904,1.29689120557395,nobias,dn
128,0.0025,FEL1,6,0.444975683508428,0.389281036221332,0.986606002190282,0.819881914714535,nobias,dn
128,0.0025,FEL1,7,1.24102876618816,0.557269517161176,2.13751461430475,2.54327237956758,nobias,dn
128,0.0025,FEL1,8,0.275197654316261,0.286685463046298,0.892070550375831,0.767978759079015,nobias,dn
128,0.0025,FEL1,9,1.09402775020721,0.164742079953621,1.88088541368624,2.48205765870919,nobias,dn
128,0.0025,FEL1,10,1.40661463578203,0.368431897131631,2.12555361902344,2.60111837023977,nobias,dn
128,0.0025,FEL1,11,1.69253066124504,0.289973821546698,2.69479212357857,4.54628514630026,nobias,dn
128,0.0025,FEL1,12,1.27782535963592,0.429794664437844,2.02897609909747,2.42233055816918,nobias,dn
128,0.0025,FEL1,13,3.17811722259989,0.284262681642596,3.86728003973463,5.04274520605076,nobias,dn
128,0.0025,FEL1,14,1.34424405042655,0.343638414567865,2.49400750648469,4.48620925576811,nobias,dn
128,0.0025,FEL1,15,2.02118126890662,0.473773489211324,2.87478844278078,3.90350495575436,nobias,dn
128,0.0025,FEL1,16,1.09381948781209,0.456005595693619,1.81748153653195,2.01272134535947,nobias,dn
128,0.0025,FEL1,17,0.590102443087746,0.258981664078643,1.28516162298673,1.37995343694729,nobias,dn
128,0.0025,FEL1,18,0.688945750829819,0.280641547789843,1.46264677580026,1.75270620656985,nobias,dn
128,0.0025,FEL1,19,3.52442610640214,0.298557270816097,4.85580439707896,11.2363415912814,nobias,dn
128,0.0025,FEL1,20,0.526901446488202,-0.0874634059554809,1.47657673198781,1.92343796202705,nobias,dn
128,0.0025,FEL1,21,0.675016422528368,0.153676879314149,1.53840924506079,2.03763249766011,nobias,dn
128,0.0025,FEL1,22,0.575614078746079,0.0919868899265556,1.32249341753683,1.49152114331755,nobias,dn
128,0.0025,FEL1,23,0.857086200499797,0.110202757049082,1.37822925036034,1.21083908033388,nobias,dn
128,0.0025,FEL1,24,0.873381878617858,0.269484669427976,1.43107554909944,1.36845743437374,nobias,dn
128,0.0025,FEL1,25,1.02167088831157,0.205188732193603,1.84241897710119,2.49113196155706,nobias,dn
128,0.0025,FEL1,26,0.976004391752188,0.436429988151018,1.58940014668142,1.57464203907731,nobias,dn
128,0.0025,FEL1,27,1.16905491880607,0.403721596589329,2.01592370029907,2.64582197213816,nobias,dn
128,0.0025,FEL1,28,0.887311399671742,0.373744455162423,1.59977187386151,1.81461452458665,nobias,dn
128,0.0025,FEL1,29,1.17617084006765,0.0967616782292049,1.94497898087605,2.54532725970723,nobias,dn
128,0.0025,FEL1,30,0.80596967912348,0.235633831183713,1.52551371629782,1.78643477486696,nobias,dn
128,0.0025,FEL1,31,0.671387188461869,0.418847786393924,1.39557232723374,1.50533731123863,nobias,dn
128,0.0025,FEL1,32,0.649443357794648,0.133281338665783,1.54689417479485,2.08207135077433,nobias,dn
128,0.0025,FEL1,33,1.27663826877685,0.600230172595297,1.71760557319677,1.13890985666053,nobias,dn
128,0.0025,FEL1,34,1.02150845055541,0.37220286734591,1.77382129820935,2.14730635512934,nobias,dn
128,0.0025,FEL1,35,1.227556130992,0.337639490536852,2.07881027206083,2.85171910101119,nobias,dn
