ntaxa,bl,method,rep,estbias,r,rmsd,resvar,type,parameter
128,0.0025,FEL1,1,1.17297050450063,-0.0570799571619887,2.01972986849984,2.77971356972995,bias,dn
128,0.0025,FEL1,2,0.606321370214612,-0.0453802913618665,1.24802350240653,1.1983660733886,bias,dn
128,0.0025,FEL1,3,2.2265198782157,0.222654130545674,3.07608679923068,4.67600918651094,bias,dn
128,0.0025,FEL1,4,1.23059437150474,0.429333084387402,1.85919335116992,1.88189842360313,bias,dn
128,0.0025,FEL1,5,1.63537501836758,0.295159560650407,2.78819032332178,5.36078699144026,bias,dn
128,0.0025,FEL1,6,2.3542042796479,0.533535510610411,3.35697465290696,4.82231121631839,bias,dn
128,0.0025,FEL1,7,1.38546855301813,0.410141318518271,2.3793607780083,3.60188221448716,bias,dn
128,0.0025,FEL1,8,0.535493113499801,0.318605457997981,1.2798833048463,1.3949297454022,bias,dn
128,0.0025,FEL1,9,1.38568859273156,0.683567488531184,2.34658354195088,2.48641056303484,bias,dn
128,0.0025,FEL1,10,1.39375977589777,0.17322973463397,2.21643410117615,3.26159378505875,bias,dn
128,0.0025,FEL1,11,0.842986114064168,-0.111995406183704,1.63581021212249,1.97929748101982,bias,dn
128,0.0025,FEL1,12,2.09551212720831,0.28266636694404,3.47166326258368,7.84335392547737,bias,dn
128,0.0025,FEL1,13,2.48551687264133,0.099815247749449,3.4887816412947,6.49050485969078,bias,dn
128,0.0025,FEL1,14,1.05546519777905,0.310632930041572,1.86251322864137,2.4277508355029,bias,dn
128,0.0025,FEL1,15,1.56497687853956,0.0824261449589806,2.20564701779019,2.60324871166518,bias,dn
128,0.0025,FEL1,16,2.70041978421789,0.454001907811405,4.20902771276873,10.0179598107194,bias,dn
128,0.0025,FEL1,17,2.68072933183658,0.173045245592781,3.39770662406381,4.71289252169671,bias,dn
128,0.0025,FEL1,18,3.16389307193707,0.511527279047097,4.67443584751421,10.0992396380619,bias,dn
128,0.0025,FEL1,19,1.51785457985953,0.529610092505895,2.41417729055741,3.11873207890982,bias,dn
128,0.0025,FEL1,20,2.17850677168485,0.396639560977082,3.45813393034086,7.12572144301631,bias,dn
128,0.0025,FEL1,21,1.39992249400501,0.105026200796019,1.92961204104516,1.96271140284464,bias,dn
128,0.0025,FEL1,22,0.884850684696096,0.269689010098634,1.86297131935392,2.85724883854767,bias,dn
128,0.0025,FEL1,23,1.07524569023599,0.470911620868281,1.88486437023896,2.33587168140773,bias,dn
128,0.0025,FEL1,24,1.98065376462667,0.337555904215561,2.70484656192955,3.45440602547039,bias,dn
128,0.0025,FEL1,25,1.15939844587741,0.25038937086666,1.73484875926535,1.76807549853227,bias,dn
128,0.0025,FEL1,26,0.968684743642878,0.458997026678936,1.69111792346151,1.8681156671452,bias,dn
128,0.0025,FEL1,27,1.60240903843646,0.101895906650702,2.50761915632022,3.99468408205334,bias,dn
128,0.0025,FEL1,28,1.34642491214247,0.0428039786814194,2.67219259404621,5.78340185068665,bias,dn
128,0.0025,FEL1,29,2.17561657716136,0.0998977568577729,2.91519747729781,4.07547565730065,bias,dn
128,0.0025,FEL1,30,4.09785887914389,0.509824616394039,5.3310356971706,9.98804713316189,bias,dn
128,0.0025,FEL1,31,0.689450038411997,0.162350831598394,1.22869651629805,1.10404178457173,bias,dn
128,0.0025,FEL1,32,2.82465781859815,0.573934229025221,3.60491059169435,4.08082903369079,bias,dn
128,0.0025,FEL1,33,1.06201135532119,0.435860678234645,1.76285082794556,1.89979543230037,bias,dn
128,0.0025,FEL1,34,0.803342292179884,0.425466572269081,1.49206852935781,1.54998722449698,bias,dn
128,0.0025,FEL1,35,1.50307877886098,0.310431721567026,2.30310389480962,3.14199487665382,bias,dn
128,0.0025,FEL1,36,1.58346857136219,0.387955753947228,2.47978526339397,3.59886045937429,bias,dn
128,0.0025,FEL1,37,0.672474745976286,0.188697485459019,1.61209544722189,2.30715521353926,bias,dn
128,0.0025,FEL1,38,0.600906365070228,0.378592979562986,1.4018150453103,1.62358191117615,bias,dn
128,0.0025,FEL1,39,1.80584108821497,0.240563488360643,2.80872906985143,4.89104482967742,bias,dn
128,0.0025,FEL1,40,1.07683357560477,0.432934209867065,1.62360745820825,1.45429064391797,bias,dn
128,0.0025,FEL1,41,0.780421170011115,0.507154127182336,1.24465691269345,0.923818829627433,bias,dn
128,0.0025,FEL1,42,1.74809275113052,0.454111848157231,2.4538161740916,2.80724267241605,bias,dn
128,0.0025,FEL1,43,2.15010183778819,0.225712596297624,5.81292381091255,30.9662877462357,bias,dn
128,0.0025,FEL1,44,1.41862355484246,0.30350466297094,2.08790951053898,2.43932097482322,bias,dn
128,0.0025,FEL1,45,3.24398253592419,0.0157628610492501,4.31762826904399,8.8462231812833,bias,dn
128,0.0025,FEL1,46,1.35759851929191,0.557487657148294,2.09447086786215,2.19622309925412,bias,dn
128,0.0025,FEL1,47,1.64009545340567,0.391830294131595,2.5896253591733,3.91411104622499,bias,dn
128,0.0025,FEL1,48,0.707458814504154,0.103409866142596,1.52608492552421,1.93868563399365,bias,dn
128,0.0025,FEL1,49,3.20715957071541,0.452906088276531,4.94428833125718,12.8736977503668,bias,dn
128,0.0025,FEL1,50,1.03607966761326,0.190239309168227,1.95393002137786,2.96443073779064,bias,dn
128,0.0025,FEL2,9,1.3217924989612,0.683581098303606,2.25265646055907,2.32047917980046,bias,dn
128,0.0025,FEL2,23,1.0092891570089,0.470893226605085,1.78917085291287,2.13789496447115,bias,dn
128,0.0025,FEL2,30,4.17355998253018,0.509983857007185,5.42598456583176,10.3145420097305,bias,dn
128,0.0025,FEL2,41,0.706642696466027,0.507590725092591,1.15006200159535,0.816602475979574,bias,dn
128,0.0025,FUBAR1,1,0.237001229925869,0.0156313612701704,0.507154538944623,0.151550526321736,bias,dn
128,0.0025,FUBAR1,2,0.131829887216864,0.0294838993342447,0.332403461103658,0.0413852998534268,bias,dn
128,0.0025,FUBAR1,3,0.391446134488014,0.249963625393749,0.785631321807241,0.469779072021755,bias,dn
128,0.0025,FUBAR1,4,0.244453474671987,0.281982027597341,0.461048455492035,0.139603362560843,bias,dn
128,0.0025,FUBAR1,5,0.345369809979472,0.208017416905605,0.975490044866484,0.847539846755285,bias,dn
128,0.0025,FUBAR1,6,0.356962336677874,0.248915014843369,0.765843799641777,0.464569469157319,bias,dn
128,0.0025,FUBAR1,7,0.293634072448089,0.23022807565746,0.673727015427224,0.366280591464522,bias,dn
128,0.0025,FUBAR1,8,0.153132872153136,0.247334433810078,0.424606945006478,0.139844379620505,bias,dn
128,0.0025,FUBAR1,9,0.236545376421441,0.308017532425591,0.475950708869528,0.162602044374176,bias,dn
128,0.0025,FUBAR1,10,0.23837167061412,0.122236898430898,0.547427632335082,0.215254826853039,bias,dn
128,0.0025,FUBAR1,11,0.188113472172344,0.107219568032475,0.407830791738345,0.0916124425475022,bias,dn
128,0.0025,FUBAR1,12,0.416379209906039,0.120766079550376,1.26879855607488,1.45756714524393,bias,dn
128,0.0025,FUBAR1,13,0.402766034840684,0.0437694691860598,0.886164243067763,0.594245941808915,bias,dn
128,0.0025,FUBAR1,14,0.229219714536755,0.228820144877997,0.589921335462527,0.289133279742471,bias,dn
128,0.0025,FUBAR1,15,0.25961924029647,0.0497430486763484,0.487839876818428,0.125702299856745,bias,dn
128,0.0025,FUBAR1,16,0.381543476741987,0.141988243406778,1.36561335527452,1.75213675548015,bias,dn
128,0.0025,FUBAR1,17,0.389485135345292,0.128188410164353,0.762291664948216,0.414320001647293,bias,dn
128,0.0025,FUBAR1,18,0.51685976631776,0.238679220427252,1.41272420101737,1.75615657093611,bias,dn
128,0.0025,FUBAR1,19,0.265227023278313,0.266948691775429,0.53657063866483,0.20974444278141,bias,dn
128,0.0025,FUBAR1,20,0.35807528218904,0.215285216755194,1.01343379972643,0.916469733002041,bias,dn
128,0.0025,FUBAR1,21,0.202495299969006,0.129200492013903,0.382526431143912,0.0657911154048006,bias,dn
128,0.0025,FUBAR1,22,0.217987896483996,0.154228921276548,0.496391696891445,0.17314562845979,bias,dn
128,0.0025,FUBAR1,23,0.306930271770728,0.11373331116615,0.782848234686808,0.504818292210238,bias,dn
128,0.0025,FUBAR1,24,0.31237038676406,0.176619700216152,0.767103524722273,0.488304517595056,bias,dn
128,0.0025,FUBAR1,25,0.201532038788528,0.159451389908616,0.406433304983765,0.0914998692427193,bias,dn
128,0.0025,FUBAR1,26,0.211105214684125,0.209979701037965,0.470353651215242,0.157024568215076,bias,dn
128,0.0025,FUBAR1,27,0.284138796795704,0.144394260764422,0.556294591194651,0.20392208296192,bias,dn
128,0.0025,FUBAR1,28,0.331426668749825,0.0504273256166878,1.06823919824975,1.01750132663141,bias,dn
128,0.0025,FUBAR1,29,0.359912472984921,0.174495063834502,0.685096874925882,0.328247141750342,bias,dn
128,0.0025,FUBAR1,30,0.547607771007867,0.272688907791282,1.22451337059802,1.2183735506166,bias,dn
128,0.0025,FUBAR1,31,0.153929924858219,0.0221005756779349,0.353872976517678,0.0494727287331503,bias,dn
128,0.0025,FUBAR1,32,0.373555622459159,0.315824924031168,0.76702809029151,0.457794419555114,bias,dn
128,0.0025,FUBAR1,33,0.191156920167553,0.204918945519978,0.383408024517426,0.0810389143833734,bias,dn
128,0.0025,FUBAR1,34,0.175346973384592,0.242447537729647,0.350214784727107,0.0632494507579495,bias,dn
128,0.0025,FUBAR1,35,0.287151214942942,0.213656652824487,0.745800729262905,0.475914777177295,bias,dn
128,0.0025,FUBAR1,36,0.246049159420134,0.210469825694869,0.453766156821234,0.121959011590613,bias,dn
128,0.0025,FUBAR1,37,0.200456841105476,0.230886304714365,0.464929507872835,0.159143799880731,bias,dn
128,0.0025,FUBAR1,38,0.246188737486643,0.28385190794371,0.483673591595823,0.162923493314167,bias,dn
128,0.0025,FUBAR1,39,0.308200670370568,0.120114247263294,0.704154731671054,0.382540724623845,bias,dn
128,0.0025,FUBAR1,40,0.215247389400427,0.258474049605585,0.356033334379429,0.0506031204318539,bias,dn
128,0.0025,FUBAR1,41,0.209746548868329,0.218630645691632,0.366746172586709,0.058771562560587,bias,dn
128,0.0025,FUBAR1,42,0.268872225708022,0.237354383179837,0.52418326683667,0.189382209970115,bias,dn
128,0.0025,FUBAR1,43,0.43653414683149,0.0941341753036384,2.57404559520155,6.56645596971356,bias,dn
128,0.0025,FUBAR1,44,0.214872727628201,0.272320343398561,0.38597885335239,0.0801095792830832,bias,dn
128,0.0025,FUBAR1,45,0.36184002877157,0.0816745442656874,0.844324241896153,0.562821053499726,bias,dn
128,0.0025,FUBAR1,46,0.265098933396025,0.168147568913925,0.501840490219692,0.15632593243242,bias,dn
128,0.0025,FUBAR1,47,0.346364819349858,0.270351544708328,0.829923856033398,0.579849311175363,bias,dn
128,0.0025,FUBAR1,48,0.246188274539512,0.184841082529431,0.721397809304034,0.456994802341494,bias,dn
128,0.0025,FUBAR1,49,0.472538867691221,0.236849045365184,1.38352647941812,1.71863292517245,bias,dn
128,0.0025,FUBAR1,50,0.215560282073525,0.00742052868391393,0.615984950546655,0.285190720098084,bias,dn
128,0.0025,FUBAR2,1,0.272585801444125,0.0148931969549442,0.631153844508818,0.277891547411759,bias,dn
128,0.0025,FUBAR2,2,0.155034401444125,0.0269455591935953,0.373130660486839,0.0642995729289087,bias,dn
128,0.0025,FUBAR2,3,0.756287971444125,0.256358660651466,1.61975760064835,2.07270271420115,bias,dn
128,0.0025,FUBAR2,4,0.274751771444125,0.282798390424105,0.570441408726698,0.246709748707969,bias,dn
128,0.0025,FUBAR2,5,0.413998461444125,0.211195259290422,1.13994839161659,1.15107661560068,bias,dn
128,0.0025,FUBAR2,6,0.508869831444125,0.251592925236821,1.16052649697408,1.10876793407516,bias,dn
128,0.0025,FUBAR2,7,0.354128771444125,0.231540000700347,0.845871720628078,0.599290744233944,bias,dn
128,0.0025,FUBAR2,8,0.149729771444125,0.248248351826931,0.441256333921755,0.157327506861022,bias,dn
128,0.0025,FUBAR2,9,0.245474031444125,0.312363168502127,0.51947476492562,0.206075396630421,bias,dn
128,0.0025,FUBAR2,10,0.262844651444125,0.12356466930492,0.621015314782194,0.294117115371593,bias,dn
128,0.0025,FUBAR2,11,0.190045051444125,0.11196330903654,0.443454047159967,0.124689012560749,bias,dn
128,0.0025,FUBAR2,12,0.545057541444125,0.127442218614666,1.62073783635923,2.375685537853,bias,dn
128,0.0025,FUBAR2,13,0.678008701444125,0.0478472634124974,1.51880168463328,1.85505867715184,bias,dn
128,0.0025,FUBAR2,14,0.267828701444125,0.230902826018058,0.706289975056994,0.429085431911159,bias,dn
128,0.0025,FUBAR2,15,0.298319221444125,0.0475368807162503,0.602639322028496,0.233735293996947,bias,dn
128,0.0025,FUBAR2,16,0.474934041444125,0.145345889160825,1.55889187130243,2.24927527236742,bias,dn
128,0.0025,FUBAR2,17,0.547960461444125,0.129698407248104,1.15034673344957,1.03296659335761,bias,dn
128,0.0025,FUBAR2,18,0.827672551444125,0.251520018735213,2.29556383815338,4.57676729470275,bias,dn
128,0.0025,FUBAR2,19,0.337228771444125,0.268697451830015,0.707408926143219,0.39059724686403,bias,dn
128,0.0025,FUBAR2,20,0.430037801444125,0.229689346990219,1.15152056921346,1.16406363132947,bias,dn
128,0.0025,FUBAR2,21,0.233122181444125,0.128214654717382,0.454995341125759,0.118514105451508,bias,dn
128,0.0025,FUBAR2,22,0.228291651444125,0.149306963217908,0.545952906652889,0.223338684770743,bias,dn
128,0.0025,FUBAR2,23,0.330052921444125,0.12010704792415,0.839452224020073,0.586909285635634,bias,dn
128,0.0025,FUBAR2,24,0.417815481444125,0.189075302940608,1.03665659505678,0.915611868811688,bias,dn
128,0.0025,FUBAR2,25,0.249630031444125,0.157513877114882,0.523786232653194,0.187999529132028,bias,dn
128,0.0025,FUBAR2,26,0.207378541444125,0.192661752828775,0.461918279692729,0.147543337040699,bias,dn
128,0.0025,FUBAR2,27,0.357490261444125,0.147169729990851,0.749246133913708,0.422578668641002,bias,dn
128,0.0025,FUBAR2,28,0.349635151444125,0.055807302747215,1.09640982935741,1.06959029593539,bias,dn
128,0.0025,FUBAR2,29,0.527950291444125,0.173668958940771,1.0901522819614,0.923628655082042,bias,dn
128,0.0025,FUBAR2,30,1.10721784144413,0.285029679234692,2.51312671245381,5.010523114741,bias,dn
128,0.0025,FUBAR2,31,0.156345471444125,0.024353680743508,0.378908668328636,0.0680960905508534,bias,dn
128,0.0025,FUBAR2,32,0.640513141444125,0.328164267322517,1.40350175369174,1.55321296091224,bias,dn
128,0.0025,FUBAR2,33,0.202892351444125,0.207356161234642,0.432242370372448,0.121883380134478,bias,dn
128,0.0025,FUBAR2,34,0.177066621444125,0.242314614185487,0.386518736456708,0.0946111115603762,bias,dn
128,0.0025,FUBAR2,35,0.356206101444125,0.222673549714653,0.917197440121613,0.727114464139575,bias,dn
128,0.0025,FUBAR2,36,0.301287471444125,0.215642951892323,0.580137784950308,0.233687496704833,bias,dn
128,0.0025,FUBAR2,37,0.219565311444125,0.232216083975026,0.522209757471744,0.212835688984801,bias,dn
128,0.0025,FUBAR2,38,0.275025201444125,0.289291690998103,0.563812184194489,0.239126258337797,bias,dn
128,0.0025,FUBAR2,39,0.391633541444125,0.123948444856933,0.924099387692077,0.697115685272911,bias,dn
128,0.0025,FUBAR2,40,0.230034491444125,0.258353705328535,0.406003082772039,0.089358191678227,bias,dn
