ntaxa,bl,method,rep,estbias,r,rmsd,resvar,type,parameter
128,0.0025,FEL1,1,1.71525490940812,0.198683181382314,3.27358317635233,8.27708777859574,bias,dn
128,0.0025,FEL1,2,1.43584045764024,-0.0860132458998492,2.66666039179616,5.28807268581394,bias,dn
128,0.0025,FEL1,3,2.2428593138058,0.349839136926326,3.41428360349261,6.60614012363321,bias,dn
128,0.0025,FEL1,4,0.680839576489395,0.242269579895446,1.40048600098091,1.57951692853965,bias,dn
128,0.0025,FEL1,5,1.06421714334447,0.280421039477378,1.85851112690313,2.44268958537204,bias,dn
128,0.0025,FEL1,6,2.83071416237261,0.0967751926731332,3.89327863548219,8.09689938807955,bias,dn
128,0.0025,FEL1,7,0.814372754951251,0.0211709810730332,1.31828770236614,1.11812689259487,bias,dn
128,0.0025,FEL1,8,2.48727244225643,0.256868411151954,3.46296758427001,6.0931261556667,bias,dn
128,0.0025,FEL1,9,6.99160759346962,0.388478734284942,7.96800731411362,14.1358588052284,bias,dn
128,0.0025,FEL1,10,1.4946766980635,0.526564536478473,2.30391403210933,2.77359857974001,bias,dn
128,0.0025,FEL1,11,1.41699355052161,0.669548540466058,2.1248869803858,1.72583005689647,bias,dn
128,0.0025,FEL1,12,3.06173554498347,0.136966559036057,4.0092255800425,7.38454856507334,bias,dn
128,0.0025,FEL1,13,1.23854472290195,0.254892002145705,1.97073444530505,2.50865432059823,bias,dn
128,0.0025,FEL1,14,4.68592892207855,0.161925303056263,5.75048831982665,11.9900553703691,bias,dn
128,0.0025,FEL1,15,2.76033017481155,0.362051334308426,4.32895402598719,11.0664032671382,bias,dn
128,0.0025,FEL1,16,3.22783900273789,0.304517378369194,4.183403829902,7.15976369486058,bias,dn
128,0.0025,FEL1,17,0.934875141400206,0.139165722544494,2.14442450631882,3.96702993718286,bias,dn
128,0.0025,FEL1,18,2.17621185044376,0.405208624486321,3.37371469656757,6.4273507852144,bias,dn
128,0.0025,FEL1,19,1.22538642271654,0.329700226622398,1.73989227279953,1.59888598910458,bias,dn
128,0.0025,FEL1,20,1.68845048518237,0.21654449451625,2.70494222755677,4.70389977461355,bias,dn
128,0.0025,FEL1,21,1.00331640231561,0.113361705993861,1.93537024117906,2.9275636425518,bias,dn
128,0.0025,FEL1,22,0.580477904259208,0.184395909340778,1.11649423447056,0.964383841030453,bias,dn
128,0.0025,FEL1,23,6.17506151913095,0.0927604757101325,7.48115977663249,19.5736172885737,bias,dn
128,0.0025,FEL1,24,1.7715079722762,0.294933377365617,2.58362756326514,3.68996846928428,bias,dn
128,0.0025,FEL1,25,1.52771128762741,0.327725525494232,2.18811615008099,2.55546008741728,bias,dn
128,0.0025,FEL1,26,2.07414561390518,-0.199192292734289,3.42778513280872,7.5457430224655,bias,dn
128,0.0025,FEL1,27,1.61816910415193,0.296149053154163,2.15660802641139,2.15500121208506,bias,dn
128,0.0025,FEL1,28,1.64068488952213,0.367519826321514,2.79680459111414,5.02622443386034,bias,dn
128,0.0025,FEL1,29,1.49129136697198,-0.0352873505296203,2.46193341404055,4.07391359918724,bias,dn
128,0.0025,FEL1,30,1.00272728672172,0.508673310750028,1.60404657647718,1.46921684495247,bias,dn
128,0.0025,FEL1,31,1.27028121149608,0.261999114331908,2.27603023034926,3.81725686462747,bias,dn
128,0.0025,FEL1,32,1.2614849858174,0.394738869019543,2.17280284866675,3.11265560754175,bias,dn
128,0.0025,FEL1,33,1.03674729213768,0.412218918328919,2.04391300691811,3.06536468261845,bias,dn
