ntaxa,bl,method,rep,estbias,r,rmsd,resvar,type,parameter
128,0.0025,FEL1,1,0.831655957772485,0.222481170527079,1.54258178547139,1.77400856553315,nobias,dn
128,0.0025,FEL1,2,0.721771563959975,0.285542507978169,1.37294651531363,1.43415293023122,nobias,dn
128,0.0025,FEL1,3,1.56279505900919,0.23954797039158,2.40128331862921,3.51221362793464,nobias,dn
128,0.0025,FEL1,4,1.40008055325671,0.177777320401434,2.57527610595074,4.98427534392912,nobias,dn
128,0.0025,FEL1,5,0.484547096532269,0.216690815426525,1.14729839507246,1.14699232396431,nobias,dn
128,0.0025,FEL1,6,0.575104804964653,0.372103018160255,1.45129877550624,1.81706894359698,nobias,dn
128,0.0025,FEL1,7,2.18665249325279,0.565043517248273,3.67565281948443,7.1589981919447,nobias,dn
128,0.0025,FEL1,8,1.35988660875312,0.251331748566642,2.23459170023737,3.33153930435963,nobias,dn
128,0.0025,FEL1,9,1.03185073819969,0.356884025127925,2.08183219746267,3.37114186393872,nobias,dn
128,0.0025,FEL1,10,1.18676961101625,0.289302411343139,1.76970448339115,1.83823620724122,nobias,dn
128,0.0025,FEL1,11,4.55033101379903,0.334193800419575,6.46781576876009,21.3406678141249,nobias,dn
128,0.0025,FEL1,12,1.16925343452247,0.171659298016081,1.91766412115453,2.44594099535325,nobias,dn
128,0.0025,FEL1,13,1.23715861165433,0.403910460830352,1.99607627383477,2.43157687291553,nobias,dn
128,0.0025,FEL1,14,0.311921136658086,0.0914117046970359,1.21866043853421,1.46247127790739,nobias,dn
128,0.0025,FEL1,15,2.01600663480672,0.260614066515711,2.8927210265621,4.52251016868614,nobias,dn
128,0.0025,FEL1,16,1.48562178719345,0.509800636727896,2.34897149675217,3.02800735789492,nobias,dn
128,0.0025,FEL1,17,0.491210076519049,0.368626134820355,1.13720357535827,1.09400651193195,nobias,dn
128,0.0025,FEL1,18,1.25336319083157,0.218031175058963,2.14642208770124,3.22685567023566,nobias,dn
128,0.0025,FEL1,19,1.14312951586992,0.0887542861018792,1.85538939450785,2.24845227828916,nobias,dn
128,0.0025,FEL1,20,0.780264448084841,0.0940840958544342,1.77470621588796,2.69350124075439,nobias,dn
128,0.0025,FEL1,21,1.18445826299538,0.375487352856341,2.09563047783342,3.00003166429051,nobias,dn
128,0.0025,FEL1,22,2.20123907145296,0.420779972341687,3.27157293387144,5.59228875848142,nobias,dn
128,0.0025,FEL1,23,0.943436834964334,0.352823474278026,1.68111573330603,1.98763159841529,nobias,dn
128,0.0025,FEL1,24,2.33697255450144,0.201866560730954,3.18956041503532,5.17066991758921,nobias,dn
128,0.0025,FEL1,25,0.912710888247204,0.264966992564712,1.54233077975996,1.62459655629957,nobias,dn
128,0.0025,FEL1,26,1.2469111297049,0.340311230099047,2.16235419159182,3.22423476716169,nobias,dn
128,0.0025,FEL1,27,1.97896999228949,-0.021302463591741,2.82508749394179,4.35913400387318,nobias,dn
128,0.0025,FEL1,28,1.56968733485484,0.292169739425679,2.37793328174925,3.28426891480531,nobias,dn
128,0.0025,FEL1,29,1.44416918303295,0.129752161209,2.29892226362377,3.46095900799385,nobias,dn
128,0.0025,FEL1,30,0.912648736863342,0.380633181123548,1.81380321849317,2.43980181444229,nobias,dn
128,0.0025,FEL1,31,0.80431599953122,0.424206096084483,1.75533367024118,2.3878949417683,nobias,dn
128,0.0025,FEL1,32,0.515694313678221,0.112852282955295,1.2830435026261,1.4523611579923,nobias,dn
128,0.0025,FEL1,33,1.16344569922218,0.414410727968656,1.88847266160969,2.1704950485287,nobias,dn
128,0.0025,FEL1,34,0.588025559390883,0.292722203289633,1.24973714297363,1.2793408401156,nobias,dn
128,0.0025,FEL1,35,0.458862043558481,0.257451714114961,1.25661130828302,1.45670038970945,nobias,dn
128,0.0025,FEL1,36,0.585275833368342,0.342122270318744,1.26697878915591,1.3480124423359,nobias,dn
128,0.0025,FEL1,37,1.72251556252175,0.158414333198325,2.30785166311896,2.52170210581319,nobias,dn
128,0.0025,FEL1,38,0.951953708002227,0.279427316838404,1.56466484171404,1.63608155664474,nobias,dn
128,0.0025,FEL1,39,2.25882108053215,0.122932990771079,3.61641688353045,8.51190038001786,nobias,dn
128,0.0025,FEL1,40,0.765025558920942,0.750478136327709,1.11850670402253,0.472653476772869,nobias,dn
128,0.0025,FEL1,41,1.50299902631548,0.120113290142068,2.48307666575933,4.14292002105787,nobias,dn
128,0.0025,FEL1,42,0.94895774388232,0.178047417621332,1.77728838366309,2.4087390118822,nobias,dn
128,0.0025,FEL1,43,1.99024115265688,0.305216798039037,3.13893696001489,6.03084452557029,nobias,dn
