site,dnds,dn,ds
1,0.0653761778111,0.0653761777655,0.999999999304
2,0.0940048992645,0.094004899263,0.999999999985
3,0.0628841464724,0.0628841464332,0.999999999376
4,0.0846327328494,0.0846327324255,0.999999994992
5,0.0302734409511,0.0302734408501,0.999999996666
6,0.0948477054472,0.0948477054282,0.9999999998
7,0.0520543854407,0.0520543854219,0.99999999964
8,0.0853318633732,0.0853318632624,0.999999998701
9,0.0328259397825,0.0328259397816,0.999999999974
10,0.05130951092,0.0513095107883,0.999999997434
11,0.0981405686942,0.0981405686786,0.999999999841
12,0.146093281333,0.14609328133,0.99999999998
13,0.17866061313,0.17866061313,1.0
14,0.17079838439,0.17079838439,1.0
15,0.137867184153,0.137867184125,0.999999999795
16,0.198653448003,0.198653448003,1.0
17,0.215603764308,0.215603764308,1.0
18,0.1801236459,0.1801236459,1.0
19,0.175676154518,0.175676154501,0.9999999999
20,0.200003990236,0.200003990236,1.0
21,0.231489914097,0.231489914097,1.0
22,0.242787981474,0.242787981474,1.0
23,0.279562828662,0.279562828662,1.0
24,0.253131032459,0.253131032459,1.0
25,0.343635648983,0.343635648983,1.0
26,0.251548955661,0.251548955661,1.0
27,0.248828431335,0.248828431335,1.0
28,0.335790945637,0.335790945637,1.0
29,0.246193456782,0.246193456782,1.0
30,0.2804890425,0.2804890425,1.0
31,0.273973541354,0.273973541354,1.0
32,0.288232969282,0.288232969282,1.0
33,0.279252770085,0.279252770085,1.0
34,0.358428429828,0.358428429828,1.0
35,0.428570680056,0.428570680056,1.0
36,0.414019564318,0.414019564318,1.0
37,0.405749384454,0.405749384454,1.0
38,0.354258722258,0.354258722258,1.0
39,0.385461686584,0.385461686584,1.0
40,0.405981247359,0.405981247359,1.0
41,0.379734413287,0.379734413287,1.0
42,0.387804429205,0.387804429205,1.0
43,0.439337649587,0.439337649587,1.0
44,0.423933908997,0.423933908997,1.0
45,0.492977736057,0.492977736057,1.0
46,0.544193133853,0.544193133853,1.0
47,0.460267244871,0.460267244871,1.0
48,0.534678413973,0.534678413973,1.0
49,0.527337158282,0.527337158282,1.0
50,0.471655465391,0.471655465391,1.0
51,0.467382215282,0.467382215282,1.0
52,0.512882243316,0.512882243316,1.0
53,0.526488812531,0.526488812531,1.0
54,0.516605587753,0.516605587753,1.0
55,0.499265268821,0.499265268821,1.0
56,0.601605859561,0.601605859561,1.0
57,0.557220263898,0.557220263898,1.0
58,0.565550800365,0.565550800365,1.0
59,0.634845261808,0.634845261808,1.0
60,0.625288541518,0.625288541518,1.0
61,0.613860883366,0.613860883366,1.0
62,0.5747529174,0.5747529174,1.0
63,0.627261802755,0.627261802755,1.0
64,0.603736143417,0.603736143417,1.0
65,0.624099101006,0.624099101006,1.0
66,0.55268556718,0.55268556718,1.0
67,0.69326283755,0.69326283755,1.0
68,0.739337516821,0.739337516821,1.0
69,0.715338056968,0.715338056968,1.0
70,0.728479858707,0.728479858707,1.0
71,0.672510678955,0.672510678955,1.0
72,0.703403358958,0.703403358958,1.0
73,0.676651667568,0.676651667568,1.0
74,0.673638329524,0.673638329524,1.0
75,0.681741875965,0.681741875965,1.0
76,0.733414480102,0.733414480102,1.0
77,0.675586284776,0.675586284776,1.0
78,0.786135821842,0.786135821842,1.0
79,0.794030191629,0.794030191629,1.0
80,0.743746036537,0.743746036537,1.0
81,0.744332445838,0.744332445838,1.0
82,0.758024058881,0.758024058881,1.0
83,0.796283661947,0.796283661947,1.0
84,0.820018674889,0.820018674889,1.0
85,0.808108239452,0.808108239452,1.0
86,0.760975763503,0.760975763503,1.0
87,0.824415796867,0.824415796867,1.0
88,0.747295113107,0.747295113107,1.0
89,0.83513766196,0.83513766196,1.0
90,0.903041519688,0.903041519688,1.0
91,0.889556787745,0.889556787745,1.0
92,0.871083282355,0.871083282355,1.0
93,0.912940456301,0.912940456301,1.0
94,0.89412943119,0.89412943119,1.0
95,0.903870946829,0.903870946829,1.0
96,0.868627281396,0.868627281396,1.0
97,0.839561575111,0.839561575111,1.0
98,0.915345718806,0.915345718806,1.0
99,0.852647024893,0.852647024893,1.0
100,0.919566017037,0.919566017037,1.0
