site,dnds,dn,ds
1,0.0720510302038,0.0494122650814,0.685795400033
2,0.112293854908,0.0920421212524,0.819654123797
3,0.0690106774987,0.0622442922313,0.901951618031
4,0.0967081354141,0.0789489293562,0.81636285322
5,0.0487148020438,0.0286690793503,0.588508587688
6,0.131668051491,0.095665208017,0.726563558386
7,0.0613383587946,0.0495607340803,0.807989242853
8,0.0967614244269,0.0811741503976,0.838910246293
9,0.0364691072919,0.029839789156,0.818220992281
10,0.0704760610404,0.0399665598025,0.567094119797
11,0.107143208124,0.0692768284205,0.646581613837
12,0.164686722204,0.129367914836,0.785539435751
13,0.184323705848,0.172142419245,0.933913619268
14,0.184214893343,0.140926790801,0.765013014112
15,0.147636657876,0.137476404626,0.931180687803
16,0.248457765441,0.178409604001,0.718068133973
17,0.231037560747,0.187276596262,0.810589393586
18,0.201445484221,0.178084972678,0.884035566082
19,0.183260426247,0.1677271578,0.915239374015
20,0.235870722363,0.188369639423,0.798613908226
21,0.289533874827,0.228017560642,0.787533274917
22,0.263133507279,0.21860519413,0.830776727718
23,0.32692448528,0.259928446367,0.79507182261
24,0.305538358356,0.211379626119,0.691826804519
25,0.378171582435,0.313690532201,0.829492608041
26,0.264300817144,0.215669796169,0.816001246232
27,0.307607282167,0.210474447171,0.68423102889
28,0.361630826263,0.319011451233,0.882146731045
29,0.251573765611,0.23041367283,0.915889112167
30,0.29557674889,0.258219063652,0.873610879821
31,0.349994055454,0.231329513177,0.660952692117
32,0.29697754771,0.220638821535,0.742947819581
33,0.290196322794,0.27407941809,0.944462064338
34,0.374877065062,0.34685117863,0.925239794471
35,0.508994248159,0.37673681457,0.740159276715
36,0.439378670962,0.380392983589,0.865752046535
37,0.42402840672,0.359020316369,0.846689303544
38,0.363699850789,0.347006821558,0.954102182899
39,0.41280945761,0.363834785402,0.881362523788
40,0.415954973795,0.379489721142,0.912333653999
41,0.394655388722,0.373731852023,0.946982766999
42,0.434292187587,0.285708629748,0.657871907241
43,0.525042857049,0.389083554182,0.741051037945
44,0.441641990573,0.402966394169,0.912427719216
45,0.605205582923,0.398563512034,0.65855888194
46,0.555042945403,0.520082856413,0.937013722489
47,0.466949420814,0.410486665544,0.879081646206
48,0.576824470312,0.488158987646,0.846286891023
49,0.530450226718,0.502371275749,0.947065813991
50,0.47193254261,0.427368934661,0.905572080913
51,0.582156223339,0.379383894898,0.651687433181
52,0.526171668321,0.486083168323,0.923810987152
53,0.570486493275,0.456626308999,0.800415635395
54,0.537847865639,0.510472075335,0.949101238374
55,0.514700368242,0.443120320887,0.860928703822
56,0.618064915562,0.505469074737,0.817825218695
57,0.592530062394,0.478634258863,0.807780548601
58,0.568840548522,0.530627525349,0.932822961949
59,0.653540128112,0.562318456611,0.86041917309
60,0.690192160006,0.533453034449,0.772905091306
61,0.638610413468,0.556316740263,0.871136343115
62,0.583069336397,0.554466724711,0.950944750649
63,0.640388981395,0.568649925003,0.887975810833
64,0.649346801256,0.477309881015,0.735061572786
65,0.648798997886,0.574764374938,0.885889739057
66,0.558311385512,0.525886691795,0.941923638747
67,0.757298027346,0.625394207292,0.825823103599
68,0.765243969987,0.690012193539,0.901689161368
69,0.829288332865,0.562529722476,0.678328272789
70,0.743441659362,0.661039136397,0.889160740553
71,0.697430032719,0.607626678494,0.871236754926
72,0.746861781767,0.57183407965,0.765649138314
73,0.710612551117,0.622693955653,0.876277733449
74,0.727640697831,0.635616349774,0.873530509864
75,0.835250654108,0.536574722377,0.642411615887
76,0.75976969745,0.660266325479,0.86903482423
77,0.751388037278,0.503464684815,0.670046180983
78,0.79958944858,0.725379299111,0.907189683905
79,0.805826989776,0.735397199676,0.912599365629
80,0.846320091142,0.635041569152,0.750356249129
81,0.892095441311,0.618331840385,0.693122968408
82,0.776282054128,0.715309891834,0.921456174377
83,0.814900486841,0.750370062375,0.920811896044
84,0.837125671685,0.762760044164,0.911165515482
85,0.878898729842,0.73791123426,0.839586188039
86,0.787761302789,0.715635652357,0.908442252524
87,0.85256050927,0.742092996582,0.870428536758
88,0.833228945749,0.561500648086,0.673885192
89,1.00537509926,0.621042663056,0.617722344143
90,0.967788169342,0.831769803437,0.859454403129
91,0.915204777755,0.80138592911,0.875635648534
92,0.987939777321,0.764147949793,0.773476245551
93,0.955007039201,0.803937745918,0.841813424319
94,0.933988046093,0.833692875582,0.892616216095
95,1.02031554581,0.749157111807,0.734240612996
96,0.889760649172,0.801804454738,0.90114623015
97,0.922544680342,0.759128895279,0.822864096942
98,1.00671990877,0.80311054367,0.797749738205
99,0.91420490286,0.780259686856,0.853484469855
100,1.0777394063,0.809031962675,0.750674938622
