site,dnds,dn,ds
1,0.0591342630607,0.0591342630607,1.0
2,0.0855652801094,0.0855652801094,1.0
3,0.056851386913,0.056851386913,1.0
4,0.0768792737105,0.0768792737105,1.0
5,0.0273404335472,0.0273404335471,0.999999999998
6,0.0863474242711,0.0863474242711,1.0
7,0.0469748740683,0.0469748740683,1.0
8,0.077526362367,0.077526362367,1.0
9,0.0296270601248,0.0296270601248,1.0
10,0.0462983569301,0.0462983569301,1.0
11,0.0894045451166,0.0894045451166,1.0
12,0.133944236528,0.133944236528,1.0
13,0.164030225647,0.164030225647,1.0
14,0.156781256018,0.156781256018,1.0
15,0.126318229991,0.126318229991,1.0
16,0.182438871278,0.182438871278,1.0
17,0.198040548618,0.198040548618,1.0
18,0.165378356701,0.165378356701,1.0
19,0.161279433711,0.161279433711,1.0
20,0.183681761899,0.183681761899,1.0
21,0.212682032533,0.212682032533,1.0
22,0.223117799459,0.223117799459,1.0
23,0.25729992765,0.25729992765,1.0
24,0.232694660586,0.232694660586,1.0
25,0.317979805854,0.317979805854,1.0
26,0.231228144168,0.231228144168,1.0
27,0.228707766259,0.228707766259,1.0
28,0.310462368895,0.310462368895,1.0
29,0.226268302328,0.226268302328,1.0
30,0.258166092407,0.258166092407,1.0
31,0.252079063872,0.252079063872,1.0
32,0.265419516623,0.265419516623,1.0
33,0.257010035653,0.257010035653,1.0
34,0.332225197846,0.332225197846,1.0
35,0.400997967292,0.400997967292,1.0
36,0.386568476807,0.386568476807,1.0
37,0.378404468563,0.378404468563,1.0
38,0.328200540514,0.328200540514,1.0
39,0.358493597455,0.358493597455,1.0
40,0.378632984286,0.378632984286,1.0
41,0.352903093486,0.352903093486,1.0
42,0.360784278062,0.360784278062,1.0
43,0.411727350545,0.411727350545,1.0
44,0.396391026891,0.396391026891,1.0
45,0.465808064947,0.465808064947,1.0
46,0.518331427523,0.518331427523,1.0
47,0.432707454307,0.432707454307,1.0
48,0.508513688251,0.508513688251,1.0
49,0.500956730311,0.500956730311,1.0
50,0.444189544524,0.444189544524,1.0
51,0.439875706739,0.439875706739,1.0
52,0.486124622143,0.486124622143,1.0
53,0.50008449241,0.50008449241,1.0
54,0.489938992104,0.489938992104,1.0
55,0.472211966555,0.472211966555,1.0
56,0.57809305225,0.57809305225,1.0
57,0.53181510443,0.53181510443,1.0
58,0.540462036841,0.540462036841,1.0
59,0.613056915346,0.613056915346,1.0
60,0.602979650639,0.602979650639,1.0
61,0.590955331578,0.590955331578,1.0
62,0.550035104238,0.550035104238,1.0
63,0.605058812792,0.605058812792,1.0
64,0.580326405234,0.580326405234,1.0
65,0.601726778439,0.601726778439,1.0
66,0.527116122279,0.527116122279,1.0
67,0.675037551344,0.675037551344,1.0
68,0.724301061973,0.724301061973,1.0
69,0.698605719663,0.698605719663,1.0
70,0.712667625742,0.712667625742,1.0
71,0.652950090066,0.652950090066,1.0
72,0.685855186345,0.685855186345,1.0
73,0.657351841107,0.657351841107,1.0
74,0.654148458719,0.654148458719,1.0
75,0.662766555315,0.662766555315,1.0
76,0.717953169251,0.717953169251,1.0
77,0.656219090133,0.656219090133,1.0
78,0.774568431359,0.774568431359,1.0
79,0.783062009601,0.783062009601,1.0
80,0.729028255911,0.729028255911,1.0
81,0.729657206239,0.729657206239,1.0
82,0.744351509832,0.744351509832,1.0
83,0.785486952267,0.785486952267,1.0
84,0.811033381119,0.811033381119,1.0
85,0.798213359584,0.798213359584,1.0
86,0.747521582384,0.747521582384,1.0
87,0.815765914624,0.815765914624,1.0
88,0.732835329303,0.732835329303,1.0
89,0.827303008135,0.827303008135,1.0
90,0.89995489425,0.89995489425,1.0
91,0.885646065389,0.885646065389,1.0
92,0.865907809038,0.865907809038,1.0
93,0.910346691251,0.910346691251,1.0
94,0.890510990564,0.890510990564,1.0
95,0.900830509057,0.900830509057,1.0
96,0.863276378118,0.863276378118,1.0
97,0.832061606194,0.832061606194,1.0
98,0.912842968853,0.912842968853,1.0
99,0.846127810455,0.846127810455,1.0
100,0.917161649012,0.917161649012,1.0
