site,dnds,dn,ds
1,0.0953675427529,0.0895504908861,0.939003861283
2,0.126028329461,0.106743060621,0.846976716088
3,0.0627430947221,0.0570111403192,0.908644059903
4,0.107563678539,0.0934481923815,0.868770886708
5,0.0435020918529,0.03952104992,0.908486195414
6,0.124129426108,0.111612648537,0.899163494395
7,0.0601632022005,0.0558856029417,0.928900073428
8,0.106842301437,0.0968837329066,0.906791894259
9,0.04189706267,0.0394194455337,0.940864180484
10,0.0655666363336,0.0621369872731,0.947692160949
11,0.138326373974,0.116542759459,0.842520165252
12,0.163699388046,0.147591416099,0.901600292226
13,0.199405384824,0.177150901971,0.888395777914
14,0.220911572103,0.17872656075,0.809041188058
15,0.126039804997,0.106921382703,0.848314409133
16,0.209556592478,0.176321922214,0.841404797285
17,0.217829446155,0.180017788277,0.826416223585
18,0.183788951734,0.150556735106,0.819182729349
19,0.198225779257,0.178442977451,0.900200660679
20,0.232037950436,0.184462745063,0.794967998625
21,0.263714708434,0.227020640822,0.860856954735
22,0.239097621388,0.186064319328,0.778193937053
23,0.286702871323,0.228662040193,0.797557551963
24,0.26346599064,0.22534299266,0.855302014932
25,0.347237038792,0.262185637345,0.755062415739
26,0.269152593276,0.207954924825,0.772628352911
27,0.243194669759,0.208456001614,0.857156950934
28,0.363501099889,0.268900366511,0.739751177075
29,0.279666468187,0.230308340209,0.82351074014
30,0.27611910822,0.211525162021,0.766064918085
31,0.262583401338,0.230172696375,0.876569863907
32,0.270964605901,0.236941628004,0.874437556948
33,0.259876032201,0.224532518368,0.863998562954
34,0.329610808815,0.281710440477,0.854675978284
35,0.406297737097,0.325906134687,0.802136229001
36,0.364562607413,0.317054681371,0.869685137544
37,0.398383396671,0.325971255071,0.818235041406
38,0.361695350906,0.278628255164,0.770339608918
39,0.371118878664,0.29646292544,0.798835474249
40,0.421477603767,0.336637033217,0.798706811957
41,0.352786413734,0.265670160373,0.75306233469
42,0.384491652938,0.291056710913,0.756990974155
43,0.424918013014,0.344310648931,0.810299018601
44,0.416853536983,0.349331489097,0.838019731403
45,0.48753135235,0.381335807579,0.78217699383
46,0.518230296355,0.409597072674,0.790376547947
47,0.401196356526,0.315877361173,0.787338558875
48,0.570082202578,0.415838476776,0.729435991678
49,0.503220842547,0.344169148674,0.683932618793
50,0.467684231007,0.373289901408,0.798166533441
51,0.460921623083,0.378365829408,0.820889735824
52,0.478401680948,0.391631087309,0.818623978355
53,0.51124756112,0.399483317414,0.781389189493
54,0.478791680883,0.397499316858,0.830213499376
55,0.481331977566,0.350044520567,0.72724135707
56,0.561947743649,0.459294745199,0.817326433624
57,0.56494223709,0.38269308035,0.677402139945
58,0.493132189379,0.408556795798,0.828493464019
59,0.620115651823,0.475087596578,0.766127407333
60,0.607936924888,0.505223479317,0.831045884259
61,0.568709866003,0.48168964812,0.846986621677
62,0.541901170132,0.398908387701,0.736127562897
63,0.656435172001,0.532124717417,0.810627979904
64,0.603526216122,0.411239453072,0.681394514581
65,0.561503934277,0.430721473762,0.767085406652
66,0.526762283474,0.412289735649,0.782686514552
67,0.647004806232,0.549377625085,0.849109032566
68,0.767321199268,0.48600151086,0.633374278364
69,0.722234405809,0.484299805071,0.67055764884
70,0.770526872585,0.506732762794,0.657644503811
71,0.73917683756,0.480791805168,0.650442195613
72,0.656388054047,0.527370803713,0.803443634388
73,0.621744607917,0.506079688983,0.813967153939
74,0.662132532028,0.496852856625,0.750382789838
75,0.625129617454,0.471272031434,0.753878904911
76,0.670198231118,0.54375065165,0.811328091306
77,0.631083274309,0.503463129491,0.797776062188
78,0.841757311632,0.564248847918,0.670322479081
79,0.751145405867,0.54123140649,0.720541458767
80,0.727874926558,0.594651965601,0.816969981935
81,0.69133843113,0.535661609404,0.774818215339
82,0.738503570655,0.620916536608,0.840776620833
83,0.849600212409,0.603374020615,0.710185816578
84,0.771921086228,0.540009733711,0.699565983293
85,0.758262815946,0.614868215507,0.810890633928
86,0.716919938704,0.589743659119,0.822607417203
87,0.870367162475,0.622319006988,0.715007451819
88,0.787680075129,0.553576020014,0.702792970766
89,0.798500019678,0.531068706053,0.665082896639
90,0.931803912785,0.63684068531,0.683449249968
91,0.907025678875,0.634780514897,0.699848449368
92,0.843788740895,0.633367060397,0.75062279182
93,0.884557931357,0.658363397549,0.744285223398
94,0.895126722052,0.564029132455,0.63011093129
95,0.972820723386,0.645065728828,0.663087980468
96,0.844975003599,0.568902457929,0.67327726324
97,0.832467889065,0.519582177359,0.624146809966
98,0.941790738459,0.6545184012,0.694972220975
99,0.889170409838,0.636355239904,0.715672983338
100,0.960819028276,0.686120435933,0.714099550218
