ntaxa,bl,method,rep,estbias,r,rmsd,type
128,0.0025,FEL1,1,0.831655957772482,0.222481170527073,1.54258178547139,nobias
128,0.0025,FEL1,2,0.721771563959972,0.285542507978164,1.37294651531363,nobias
128,0.0025,FEL1,3,1.56279505900919,0.23954797039158,2.40128331862921,nobias
128,0.0025,FEL1,4,1.4000805532567,0.177777320401427,2.57527610595074,nobias
128,0.0025,FEL1,5,0.484547096532269,0.216690815426525,1.14729839507246,nobias
128,0.0025,FEL1,6,0.575104804964653,0.372103018160255,1.45129877550624,nobias
128,0.0025,FEL1,7,2.18665249325279,0.565043517248276,3.67565281948443,nobias
128,0.0025,FEL1,8,1.35988660875312,0.251331748566642,2.23459170023737,nobias
128,0.0025,FEL1,9,1.03185073819969,0.356884025127925,2.08183219746267,nobias
128,0.0025,FEL1,10,1.18676961101625,0.289302411343139,1.76970448339115,nobias
128,0.0025,FEL1,11,4.55033101379903,0.334193800419575,6.46781576876009,nobias
128,0.0025,FEL1,12,1.16925343452246,0.171659298016073,1.91766412115453,nobias
128,0.0025,FEL1,13,1.23715861165433,0.403910460830352,1.99607627383477,nobias
128,0.0025,FEL1,14,0.311921136658086,0.0914117046970359,1.21866043853421,nobias
128,0.0025,FEL1,15,2.01600663480672,0.260614066515711,2.8927210265621,nobias
128,0.0025,FEL1,16,1.48562178719345,0.509800636727896,2.34897149675217,nobias
128,0.0025,FEL1,17,0.491210076519049,0.368626134820355,1.13720357535827,nobias
128,0.0025,FEL1,18,1.25336319083157,0.218031175058963,2.14642208770124,nobias
128,0.0025,FEL1,19,1.14312951586992,0.0887542861018792,1.85538939450785,nobias
128,0.0025,FEL1,20,0.780264448084841,0.0940840958544342,1.77470621588796,nobias
128,0.0025,FEL1,21,1.18445826299538,0.375487352856341,2.09563047783342,nobias
128,0.0025,FEL1,22,2.20123907145296,0.420779972341687,3.27157293387144,nobias
128,0.0025,FEL1,23,0.943436834964334,0.352823474278026,1.68111573330603,nobias
128,0.0025,FEL1,24,2.33697255450144,0.201866560730954,3.18956041503532,nobias
128,0.0025,FEL1,25,0.912710888247204,0.264966992564712,1.54233077975996,nobias
128,0.0025,FEL1,26,1.2469111297049,0.340311230099047,2.16235419159182,nobias
128,0.0025,FEL1,27,1.97896999228949,-0.021302463591741,2.82508749394179,nobias
128,0.0025,FEL1,28,1.56968733485484,0.292169739425679,2.37793328174925,nobias
128,0.0025,FEL1,29,1.44416918303295,0.129752161209,2.29892226362377,nobias
128,0.0025,FEL1,30,0.912648736863342,0.380633181123548,1.81380321849317,nobias
128,0.0025,FEL1,31,0.80431599953122,0.424206096084483,1.75533367024118,nobias
128,0.0025,FEL1,32,0.515694313678221,0.112852282955295,1.2830435026261,nobias
128,0.0025,FEL1,33,1.16344569922218,0.414410727968656,1.88847266160969,nobias
128,0.0025,FEL1,34,0.58802555939088,0.292722203289628,1.24973714297363,nobias
128,0.0025,FEL1,35,0.458862043558481,0.257451714114961,1.25661130828302,nobias
128,0.0025,FEL1,36,0.585275833368342,0.342122270318744,1.26697878915591,nobias
128,0.0025,FEL1,37,1.72251556252175,0.158414333198325,2.30785166311896,nobias
128,0.0025,FEL1,38,0.951953708002227,0.279427316838404,1.56466484171404,nobias
128,0.0025,FEL1,39,2.25882108053215,0.122932990771079,3.61641688353045,nobias
128,0.0025,FEL1,40,0.765025558920942,0.750478136327709,1.11850670402253,nobias
128,0.0025,FEL1,41,1.50299902631548,0.120113290142068,2.48307666575933,nobias
128,0.0025,FEL1,42,0.94895774388232,0.178047417621332,1.77728838366309,nobias
128,0.0025,FEL1,43,1.99024115265688,0.305216798039037,3.13893696001489,nobias
128,0.0025,FEL1,44,0.583456366842464,0.059956905349849,1.2063054389406,nobias
128,0.0025,FEL1,45,0.537761435558762,0.369865657190877,1.27640167958,nobias
128,0.0025,FEL1,46,1.0149168617196,0.322041202074624,1.85948708468957,nobias
128,0.0025,FEL1,47,1.32469042541966,0.587071762972614,2.07598684848426,nobias
128,0.0025,FEL1,48,0.864947903783021,0.42722947476418,1.43540801503461,nobias
128,0.0025,FEL1,49,1.09782335395143,0.122046065180246,2.17165076603558,nobias
128,0.0025,FEL1,50,4.29224429441825,0.327680914889659,5.21528587386926,nobias
128,0.0025,FEL2,1,3516085730681.78,0.147634452987362,15724413417044.9,nobias
128,0.0025,FEL2,2,6633327174720.79,0.350724397226068,31113061382699.2,nobias
128,0.0025,FEL2,3,1747490676402533,-0.121885083158587,8214161235455096,nobias
128,0.0025,FEL2,4,29145287128778.5,-0.101754387103572,122985459232319,nobias
128,0.0025,FEL2,5,99836510618924.3,0.0223354099339383,422874485023231,nobias
128,0.0025,FEL2,6,66050075963778.8,0.105157456449012,296900910207088,nobias
128,0.0025,FEL2,7,871258111977772,0.319695051334891,2820993603710016,nobias
128,0.0025,FEL2,8,1376514239694137,0.252976826568355,5385145583926828,nobias
128,0.0025,FEL2,9,827078203099120,0.207199239378358,2891857256862488,nobias
128,0.0025,FEL2,10,17127597817435.4,0.189753560751501,58374860869746.7,nobias
128,0.0025,FEL2,11,803157857610076,0.0799772973760586,2322354626379403,nobias
128,0.0025,FEL2,12,3381335329968.82,0.407180094778539,14819882275854.4,nobias
128,0.0025,FEL2,13,1.66649106143462e+26,0.340356188218337,7.99221036574632e+26,nobias
128,0.0025,FEL2,14,11293310302386.6,-0.238616760756936,52970320622892.7,nobias
128,0.0025,FEL2,15,539908122279959,0.189418289719216,1305784769578433,nobias
128,0.0025,FEL2,16,2285624263454489,-0.03270161160682,9271563064263962,nobias
128,0.0025,FEL2,17,14472532295448.1,-0.25672449409939,71159459262644.1,nobias
128,0.0025,FEL2,18,566094572425958,0.174674514525735,2129437724320766,nobias
128,0.0025,FEL2,19,26743882278651.7,0.245669948716807,99334490507639.4,nobias
128,0.0025,FEL2,20,27469869580367.8,-0.0694217769361408,107339182551369,nobias
128,0.0025,FEL2,21,250116005515995,0.168817874716155,760709385080996,nobias
128,0.0025,FEL2,22,334928874795798,0.23530691900897,1295451327300491,nobias
128,0.0025,FEL2,23,6178175057214446,0.245524543394641,28010245522964548,nobias
128,0.0025,FEL2,24,126648967091153,-0.275658148162886,441949156101135,nobias
128,0.0025,FEL2,25,29630324705493.5,0.026834340288648,125232469644442,nobias
128,0.0025,FEL2,26,-0.383222801258724,0.309587351975136,0.480621916664071,nobias
128,0.0025,FEL2,27,4279853417574746,-0.0139830627800998,16781950760138630,nobias
128,0.0025,FEL2,28,427954170437910,0.170608660986877,1049837560172605,nobias
128,0.0025,FEL2,29,1.52223978010846e+26,0.298109969071157,6.08895912043207e+26,nobias
128,0.0025,FEL2,30,1025625153754451,0.330819929881014,4298507518789866,nobias
128,0.0025,FEL2,31,40193234664788.1,-0.150696592421685,170525452735764,nobias
128,0.0025,FEL2,32,46802055260337.2,0.220359965591925,152444007551601,nobias
128,0.0025,FEL2,33,106034011552418,0.425377807768702,451313037021016,nobias
128,0.0025,FEL2,34,322578486026.3,0.0248304756671025,1580305385529.49,nobias
128,0.0025,FEL2,35,49546303120180.6,0.0132129724927644,155643594102184,nobias
128,0.0025,FEL2,36,18720225414573.2,0.25756788212454,80549643057144.2,nobias
128,0.0025,FEL2,37,118903361298015,-0.0592111647328735,429256560803414,nobias
128,0.0025,FEL2,38,4627856622046.87,0.0983262915908051,18511426392989.1,nobias
128,0.0025,FEL2,39,422257512913797,0.0516417123744005,1362705083374384,nobias
128,0.0025,FEL2,40,46191960054482,0.456299502620682,179137921898595,nobias
128,0.0025,FEL2,41,253450498351958,-0.270840693498768,853424923364784,nobias
128,0.0025,FEL2,42,32568298702056.1,0.0238774902221318,138175588268778,nobias
128,0.0025,FEL2,43,4067349292553308,0.229636296097484,13904520419058538,nobias
128,0.0025,FEL2,44,8089696720822.66,0.255424011649766,38796822217302.2,nobias
128,0.0025,FEL2,45,109957604311408,0.220061431838036,464542056263539,nobias
128,0.0025,FEL2,46,287142.507134618,0.321143986020748,1022540.49590439,nobias
128,0.0025,FEL2,47,260092338179770,-0.0966352470960141,1017992260389745,nobias
128,0.0025,FEL2,48,-0.362890213107903,0.312255595291047,0.467568495203887,nobias
128,0.0025,FEL2,49,63498331411753.7,-0.107048628639402,284844709415890,nobias
128,0.0025,FEL2,50,5374803522609061,-0.120607208614565,16120436203832558,nobias
128,0.0025,FUBAR1,1,0.174284494113054,0.234275208969781,0.394788862181158,nobias
128,0.0025,FUBAR1,2,0.176941513332483,0.209034505624131,0.374680083379145,nobias
128,0.0025,FUBAR1,3,0.245635079414631,0.138516240898934,0.509223534602813,nobias
128,0.0025,FUBAR1,4,0.251343565136946,0.033853770867067,0.973378961549005,nobias
128,0.0025,FUBAR1,5,0.0980078779191046,0.154469671849977,0.345701547440451,nobias
128,0.0025,FUBAR1,6,0.141282982798667,0.274044450861962,0.414684925325058,nobias
128,0.0025,FUBAR1,7,0.369371513118399,0.255747241162172,1.18121243610293,nobias
128,0.0025,FUBAR1,8,0.237023348627231,0.205156578898678,0.514972066030592,nobias
128,0.0025,FUBAR1,9,0.210053095614903,0.168705928609821,0.572312462253529,nobias
128,0.0025,FUBAR1,10,0.186265380598639,0.228903499020699,0.440681228832967,nobias
128,0.0025,FUBAR1,11,0.539171934660372,0.237878090617378,1.58041180807116,nobias
128,0.0025,FUBAR1,12,0.245767991794872,0.12263363993911,0.568729149195914,nobias
128,0.0025,FUBAR1,13,0.231608749146522,0.192272466112274,0.500437051829917,nobias
128,0.0025,FUBAR1,14,0.067859497445303,0.125228317649396,0.379817466980398,nobias
128,0.0025,FUBAR1,15,0.333172057440691,0.239209625457433,0.728258374248957,nobias
128,0.0025,FUBAR1,16,0.268638976113388,0.163074520231132,0.689244083871241,nobias
128,0.0025,FUBAR1,17,0.115440959399957,0.295765482597253,0.326026578807966,nobias
128,0.0025,FUBAR1,18,0.198843066180521,0.226588728899009,0.469831366005167,nobias
128,0.0025,FUBAR1,19,0.206658104270325,0.119667920527595,0.494307773236561,nobias
128,0.0025,FUBAR1,20,0.204883769031164,0.0256474458504278,0.84645086624364,nobias
128,0.0025,FUBAR1,21,0.217339967397881,0.20012926139264,0.67102852132412,nobias
128,0.0025,FUBAR1,22,0.344766891649365,0.132007954879886,0.971825856620313,nobias
128,0.0025,FUBAR1,23,0.185385331321363,0.136442636452148,0.443288758712061,nobias
128,0.0025,FUBAR1,24,0.303209595695249,0.0800769461318228,0.692891620691174,nobias
128,0.0025,FUBAR1,25,0.180161820000607,0.230079089828682,0.382358243258526,nobias
128,0.0025,FUBAR1,26,0.244927549637994,0.173762799236682,0.5713491464735,nobias
128,0.0025,FUBAR1,27,0.271412550769199,0.153587330430541,0.518475299872164,nobias
128,0.0025,FUBAR1,28,0.27850151440188,0.274035886259333,0.594677953159449,nobias
128,0.0025,FUBAR1,29,0.251538031263728,0.175688279085646,0.56499450354219,nobias
128,0.0025,FUBAR1,30,0.267265689314187,0.256043093840873,0.912674189345738,nobias
128,0.0025,FUBAR1,31,0.169298835772367,0.132772938296702,0.712430700573082,nobias
128,0.0025,FUBAR1,32,0.135673011457602,0.0985790964857414,0.393606511077949,nobias
128,0.0025,FUBAR1,33,0.21980419570929,0.247693780623563,0.499016791931599,nobias
128,0.0025,FUBAR1,34,0.15866372860207,0.170386083904685,0.368912954129999,nobias
128,0.0025,FUBAR1,35,0.124660871896976,0.161046571551915,0.47950490210518,nobias
128,0.0025,FUBAR1,36,0.138182411017977,0.192573295819663,0.406537039297937,nobias
128,0.0025,FUBAR1,37,0.254570760430769,0.170611875581946,0.470062754015021,nobias
128,0.0025,FUBAR1,38,0.168549132233709,0.227503144016425,0.353284349266926,nobias
128,0.0025,FUBAR1,39,0.404428307206401,0.0571606033735981,1.48029149563085,nobias
128,0.0025,FUBAR1,40,0.147862452073779,0.291790892512359,0.311615729647724,nobias
128,0.0025,FUBAR1,41,0.279938129148186,-0.00115808665963775,0.940998609841616,nobias
128,0.0025,FUBAR1,42,0.193616124815232,0.191510563869288,0.494897401402503,nobias
128,0.0025,FUBAR1,43,0.334306329493328,0.229181186735789,0.907825721880682,nobias
128,0.0025,FUBAR1,44,0.115998982687227,0.0539676289231535,0.362380212728895,nobias
128,0.0025,FUBAR1,45,0.129421723171191,0.138587246454463,0.406551638325368,nobias
128,0.0025,FUBAR1,46,0.229344544033956,0.262193244548785,0.489975315046278,nobias
128,0.0025,FUBAR1,47,0.234919487549138,0.18302716544164,0.588733473039488,nobias
128,0.0025,FUBAR1,48,0.180368905927827,0.392614284732341,0.348341815087784,nobias
128,0.0025,FUBAR1,49,0.230266571476621,0.0361740536201915,0.82228546590947,nobias
128,0.0025,FUBAR1,50,0.455367081874502,0.314169720119268,0.776886498851154,nobias
128,0.0025,FUBAR2,1,0.342564740849306,0.139100951934906,0.761772285196334,nobias
128,0.0025,FUBAR2,2,0.311903955646034,0.129838413874178,0.716081286674324,nobias
128,0.0025,FUBAR2,3,0.296374045289054,0.0708136085515663,0.878622030913081,nobias
128,0.0025,FUBAR2,4,0.281098670140901,0.0227258608813415,1.45401239562648,nobias
128,0.0025,FUBAR2,5,0.192030020002308,0.0235665355079667,0.503380184126583,nobias
128,0.0025,FUBAR2,6,0.248462921947015,0.161277926115083,0.694933568638899,nobias
128,0.0025,FUBAR2,7,0.460868915217613,0.243963145381223,1.52015404405349,nobias
128,0.0025,FUBAR2,8,0.313139204170484,0.171790362808442,0.992119459006722,nobias
128,0.0025,FUBAR2,9,0.255784294011215,0.182418667485609,0.774025977509429,nobias
128,0.0025,FUBAR2,10,0.24782722827296,0.120598289749324,0.56685599655229,nobias
128,0.0025,FUBAR2,11,0.504357131619717,0.219152990954021,1.99740637826808,nobias
128,0.0025,FUBAR2,12,0.421702083997367,0.0959252792105793,1.11892466036983,nobias
128,0.0025,FUBAR2,13,0.361689064349113,0.165878013568083,0.906278647237341,nobias
128,0.0025,FUBAR2,14,0.251519563406208,0.0782871195803662,0.70408840455412,nobias
128,0.0025,FUBAR2,15,0.349408067456872,0.141841767427815,1.14711109509398,nobias
128,0.0025,FUBAR2,16,0.25615911325024,0.174790876373036,0.828483489034515,nobias
128,0.0025,FUBAR2,17,0.225853749290344,0.100782648753556,0.548501923872887,nobias
128,0.0025,FUBAR2,18,0.248900729328644,0.12482473717868,0.758416112663332,nobias
