ntaxa,bl,method,rep,estbias,r,rmsd,resvar,type
128,0.0025,FEL1,1,1.08459473538705,0.0287817967654973,1.95731700359059,2.78648959943303,bias
128,0.0025,FEL1,2,0.525479590649733,-0.0194163591829303,1.21503199973336,1.20038633598804,bias
128,0.0025,FEL1,3,2.12493993909513,0.265382311635828,2.99271293688535,4.57341468181986,bias
128,0.0025,FEL1,4,1.13705605076747,0.369838087178341,1.80212084206769,1.99159682399233,bias
128,0.0025,FEL1,5,1.53681871742176,0.287551185667085,2.72526478056654,5.38682210032711,bias
128,0.0025,FEL1,6,2.26448589949693,0.613907402457393,3.26919852535441,4.20061519313116,bias
128,0.0025,FEL1,7,1.29712897367708,0.379277845215444,2.32684679108722,3.70738680519692,bias
128,0.0025,FEL1,8,0.43657064294382,0.294942755930885,1.24274945315038,1.41746963826879,bias
128,0.0025,FEL1,9,1.30358890029749,0.672842183733861,2.28168805617935,2.55430930606543,bias
128,0.0025,FEL1,10,1.308916507697,0.167698140228871,2.16301389575085,3.26793503396933,bias
128,0.0025,FEL1,11,0.737346798861679,-0.0459321311667333,1.57908125796945,2.00021021577607,bias
128,0.0025,FEL1,12,1.99672802293333,0.337886626279782,3.39302182816667,7.5512454027027,bias
128,0.0025,FEL1,13,2.39308198468552,0.146336509304416,3.41504203254812,6.41543224983556,bias
128,0.0025,FEL1,14,0.956828618952643,0.331416786654485,1.79589644289828,2.3918943847309,bias
128,0.0025,FEL1,15,1.46029711540168,-0.0145546457025301,2.15788204956496,2.62050111176037,bias
128,0.0025,FEL1,16,2.61624903630939,0.382493963133699,4.15781944656208,10.772776129016,bias
128,0.0025,FEL1,17,2.58266058008082,0.257253787544827,3.30523456242377,4.53685001593221,bias
128,0.0025,FEL1,18,3.05342455621579,0.47720777544984,4.59109033252761,10.563384237984,bias
128,0.0025,FEL1,19,1.42567984977802,0.478075269318824,2.35349688139283,3.34382667660498,bias
128,0.0025,FEL1,20,2.07482049675542,0.437789673350202,3.37583835219691,6.83536717979811,bias
128,0.0025,FEL1,21,1.30985642988207,0.0606309718960521,1.87410043557075,1.9773069403487,bias
128,0.0025,FEL1,22,0.76872157320916,0.231258238831241,1.8129501997397,2.91657058995308,bias
128,0.0025,FEL1,23,0.982526171717444,0.503604400273338,1.80753786443863,2.24024589777908,bias
128,0.0025,FEL1,24,1.86355269397264,0.306185911065126,2.61895031441803,3.53313568082717,bias
128,0.0025,FEL1,25,1.05735472667889,0.323403454487135,1.65099729159969,1.68904739701656,bias
128,0.0025,FEL1,26,0.88057333500814,0.392861645007978,1.64736073580983,2.0014528014202,bias
128,0.0025,FEL1,27,1.49372810205013,0.0626290361519157,2.44948395663635,4.02076201906993,bias
128,0.0025,FEL1,28,1.25384687375115,-0.046887050584791,2.64761700603144,5.78127999500864,bias
128,0.0025,FEL1,29,2.06787226069577,0.0799860707288866,2.84127789911264,4.09022030162688,bias
128,0.0025,FEL1,30,3.9936013300216,0.444307209132443,5.25066032482346,10.8317075411677,bias
128,0.0025,FEL1,31,0.616865267225539,0.139539313220094,1.19591522273701,1.11185067353511,bias
128,0.0025,FEL1,32,2.71656101569307,0.606914914935054,3.49933150610219,3.84383398256132,bias
128,0.0025,FEL1,33,0.946459944961086,0.395619586237426,1.69165989101661,1.97827016908619,bias
128,0.0025,FEL1,34,0.70913044499797,0.415827752051664,1.43584883384042,1.56533437026443,bias
128,0.0025,FEL1,35,1.39686395776087,0.342921173516469,2.22280317913311,3.06818678007412,bias
128,0.0025,FEL1,36,1.47683337533346,0.325864402338644,2.41420024379961,3.78663058098097,bias
128,0.0025,FEL1,37,0.587015751141346,0.268122645039362,1.55832469606122,2.22035396417815,bias
128,0.0025,FEL1,38,0.508887830111573,0.404533824846352,1.35082022175082,1.58508036252199,bias
128,0.0025,FEL1,39,1.70313636908322,0.28959868231877,2.72785201655248,4.75608397850908,bias
128,0.0025,FEL1,40,0.985928529145212,0.470334640413683,1.54722669025795,1.39382827674542,bias
128,0.0025,FEL1,41,0.69497889171225,0.506962449787739,1.18179796655581,0.924060585369562,bias
128,0.0025,FEL1,42,1.62317904049169,0.492656645865126,2.34281438731046,2.67818374735711,bias
128,0.0025,FEL1,43,2.06396206555682,0.192352301029392,5.78278302998118,31.4213511294073,bias
128,0.0025,FEL1,44,1.33146429577887,0.29847402617806,2.02572046031067,2.4474575609822,bias
128,0.0025,FEL1,45,3.16051625023902,0.0825354006679009,4.24454728867673,8.78814546297289,bias
128,0.0025,FEL1,46,1.27944418802561,0.571752390753164,2.02558624110427,2.14489249344143,bias
128,0.0025,FEL1,47,1.51591192650311,0.356047252138127,2.50843700668518,4.03785666370064,bias
128,0.0025,FEL1,48,0.587148538358878,0.2066234948175,1.45280973252745,1.87597776406759,bias
128,0.0025,FEL1,49,3.10079704132288,0.427849792635023,4.86579204893116,13.231115650902,bias
128,0.0025,FEL1,50,0.958214584541245,0.220961118035981,1.90555393916345,2.92557540185925,bias
128,0.0025,FEL2,9,139034874386745,0.403269227293963,Inf,Inf,bias
128,0.0025,FEL2,23,52635092002735.8,0.149734918587696,Inf,Inf,bias
128,0.0025,FEL2,30,842045609295692,0.28561217919462,Inf,Inf,bias
128,0.0025,FEL2,41,4490498542176.95,0.119295964734336,Inf,Inf,bias
128,0.0025,FUBAR1,1,0.144538842741342,0.0296893426662539,0.493436483645061,0.151453947214101,bias
128,0.0025,FUBAR1,2,0.0393675000323369,0.0157233533281008,0.347665833284656,0.0414110670745399,bias
128,0.0025,FUBAR1,3,0.298983747303487,0.241184014885655,0.751706158641761,0.471939805874578,bias
128,0.0025,FUBAR1,4,0.15199108748746,0.237062710876798,0.447646640378123,0.143139397615384,bias
128,0.0025,FUBAR1,5,0.252907422794945,0.184204100203373,0.956679339682778,0.855813981741708,bias
128,0.0025,FUBAR1,6,0.264499949493347,0.241196998449461,0.735166251287565,0.466442865821961,bias
128,0.0025,FUBAR1,7,0.201171685263562,0.189530369914748,0.658648357082146,0.372888067184046,bias
128,0.0025,FUBAR1,8,0.0606704849686089,0.227661635402039,0.425227782815633,0.141236305836293,bias
128,0.0025,FUBAR1,9,0.144082989236914,0.273113264151355,0.460762470550273,0.166245972266991,bias
