ntaxa,bl,method,rep,estbias,r,rmsd,resvar,type
128,0.0025,FEL1,1,1.59860439176838,0.266745713905803,3.19364456107283,8.00410808764372,bias
128,0.0025,FEL1,2,1.31570130101157,-0.0639956987547391,2.60630720066794,5.30566846416168,bias
128,0.0025,FEL1,3,2.10523508660528,0.484435201056886,3.28376607141732,5.76088816135452,bias
128,0.0025,FEL1,4,0.57197509427222,0.239694128832316,1.34942668996265,1.58159979463731,bias
128,0.0025,FEL1,5,0.959797092660727,0.276622082821911,1.79503158116238,2.44829993823756,bias
128,0.0025,FEL1,6,2.7309273936396,0.0783621333616561,3.82503930001161,8.12325723513579,bias
128,0.0025,FEL1,7,0.710862354405873,0.0411033253577895,1.25902764708765,1.11673836961609,bias
128,0.0025,FEL1,8,2.39125264395288,0.242538386695411,3.39243053658558,6.1398120859831,bias
128,0.0025,FEL1,9,6.85946142891596,0.429333272333833,7.83699771487764,13.5796149988091,bias
128,0.0025,FEL1,10,1.39295186315708,0.529956889315181,2.22596475365531,2.7598440110601,bias
128,0.0025,FEL1,11,1.32061141741639,0.680344408899401,2.0352564485893,1.68024230080965,bias
128,0.0025,FEL1,12,2.95412539927673,0.107325064119029,3.93161701921932,7.43904364746119,bias
128,0.0025,FEL1,13,1.15463061735974,0.266274847063583,1.91343888347104,2.49273799380699,bias
128,0.0025,FEL1,14,4.56293428041388,0.151456345975025,5.64974372152443,12.030451265074,bias
128,0.0025,FEL1,15,2.66136956599351,0.400099924882327,4.24857929302717,10.6970796944106,bias
128,0.0025,FEL1,16,3.1065670815672,0.289651002689697,4.08657931235822,7.22947082090882,bias
128,0.0025,FEL1,17,0.802023105920081,0.151129408597146,2.08578856573934,3.9529803430881,bias
128,0.0025,FEL1,18,2.05305396527235,0.343430589818491,3.29628607382593,6.78300928636675,bias
128,0.0025,FEL1,19,1.11925427707737,0.366278631125454,1.65295190260191,1.55321762165945,bias
128,0.0025,FEL1,20,1.58086323470092,0.216249699897617,2.63481714416896,4.70452944997926,bias
128,0.0025,FEL1,21,0.881646379164857,0.0743111433476269,1.88527962620257,2.94929827619059,bias
128,0.0025,FEL1,22,0.477476875242332,0.180261945111959,1.06869153363712,0.965888804358646,bias
128,0.0025,FEL1,23,6.05501105190431,0.099902990444362,7.38040899910228,19.546448225245,bias
128,0.0025,FEL1,24,1.65631233801093,0.310172016514313,2.49634632564098,3.65270165377712,bias
128,0.0025,FEL1,25,1.41374784218054,0.421359666992083,2.0816882950414,2.35465273000794,bias
128,0.0025,FEL1,26,1.95721434245038,-0.136522238919718,3.3573648839656,7.71105912045164,bias
128,0.0025,FEL1,27,1.52204228149318,0.343363604524703,2.07157013592356,2.08367701607959,bias
128,0.0025,FEL1,28,1.53037520898965,0.419003766423548,2.70996526385601,4.79091200853509,bias
128,0.0025,FEL1,29,1.37620394001717,0.00792504284942223,2.39348865202204,4.07873656270031,bias
128,0.0025,FEL1,30,0.913994105386317,0.538338590678357,1.52944755403549,1.40765375570992,bias
128,0.0025,FEL1,31,1.1832386946858,0.248650716983344,2.22823411082735,3.8451943794216,bias
128,0.0025,FEL1,32,1.17501195850411,0.359472849748401,2.12498908066078,3.21072762272743,bias
128,0.0025,FEL1,33,0.93781560671867,0.406231807976038,1.98566154519961,3.08346033821601,bias
128,0.0025,FEL1,34,0.93062370848531,0.428209541457845,2.14299390724035,3.64021254006127,bias
128,0.0025,FEL1,35,2.28376424477948,0.0956233722780676,4.27495491259957,14.3021224511536,bias
128,0.0025,FEL1,36,1.93725270958874,0.32306744960681,2.92972951170975,5.03276878155263,bias
128,0.0025,FEL1,37,1.90961134090623,0.58922458563549,3.13934281269968,5.16787814746746,bias
128,0.0025,FEL1,38,1.2648865057541,0.32371001491592,1.952019834758,2.29150697879541,bias
