ntaxa,bl,method,rep,estbias,r,rmsd,type,parameter
128,0.0025,FEL2,1,1.67451647251125,-0.0442173281503596,3.86643651330986,nobias,ds
128,0.0025,FEL2,4,2.01351094067603,-0.0891029403547738,4.26683810828772,nobias,ds
128,0.0025,FEL2,7,2.8453751715605,-0.0895074639788985,4.96902433269064,nobias,ds
128,0.0025,FEL2,12,2.00241616087409,-0.147202513466634,4.36165603812289,nobias,ds
128,0.0025,FEL2,34,1.67183518447658,-0.10630181768491,2.68971956900829,nobias,ds
128,0.0025,FEL2,45,373.042970380537,0.0383305083320186,1924.31340942039,nobias,ds
128,0.0025,FUBAR2,1,0.383016566732188,-0.0291979492552142,1.64654581200049,nobias,ds
128,0.0025,FUBAR2,2,0.454271618811002,-0.0407858016125788,1.44724302430159,nobias,ds
128,0.0025,FUBAR2,3,0.684286763965766,0.0470841434141009,1.95545988195301,nobias,ds
128,0.0025,FUBAR2,4,0.715949669686885,-0.0181014501877003,2.19745376653581,nobias,ds
128,0.0025,FUBAR2,5,0.300383710430761,0.0301149916753165,1.53947737941323,nobias,ds
128,0.0025,FUBAR2,6,0.485537944335697,0.0388189383563969,2.03054714576034,nobias,ds
128,0.0025,FUBAR2,7,0.687430774160646,-0.130790872336577,1.9046648888606,nobias,ds
128,0.0025,FUBAR2,8,0.721615485790935,0.039829912811268,2.16371216463144,nobias,ds
128,0.0025,FUBAR2,9,0.676822322123544,0.0330868894869745,2.65209295110587,nobias,ds
128,0.0025,FUBAR2,10,0.570594905221462,0.0280173158000775,2.64406524582815,nobias,ds
128,0.0025,FUBAR2,11,1.42689762177936,0.0285172681079271,3.44064737279326,nobias,ds
128,0.0025,FUBAR2,12,0.552263992943085,-0.10905614232372,1.93471240116134,nobias,ds
128,0.0025,FUBAR2,13,0.496613190419177,0.0516126438718508,1.49308391240145,nobias,ds
128,0.0025,FUBAR2,14,0.341860230606687,0.0418881034490619,1.71355870687907,nobias,ds
128,0.0025,FUBAR2,15,0.956412770541709,0.0468026152040991,2.37259247321545,nobias,ds
128,0.0025,FUBAR2,16,0.702808692769993,0.0375561553305744,1.99592508592122,nobias,ds
128,0.0025,FUBAR2,17,0.208284020965659,0.0575726014880759,1.09965029076878,nobias,ds
128,0.0025,FUBAR2,18,0.584214466099685,0.0452427237037612,1.76391956291755,nobias,ds
128,0.0025,FUBAR2,19,0.523307122944764,0.034554594820539,1.71242764089703,nobias,ds
128,0.0025,FUBAR2,20,0.436203343916689,0.0418602160655071,1.54259753561693,nobias,ds
128,0.0025,FUBAR2,21,0.368589361546344,0.0388916129526483,1.69180085119535,nobias,ds
128,0.0025,FUBAR2,22,0.58945971625932,0.0517724301283806,1.86308596137595,nobias,ds
128,0.0025,FUBAR2,23,0.425857882546639,0.0499699573492668,1.61037305726595,nobias,ds
128,0.0025,FUBAR2,24,1.18363454938288,0.027127089809835,2.80256694193061,nobias,ds
128,0.0025,FUBAR2,25,0.24295847505503,0.0428033749893807,1.17130474546158,nobias,ds
128,0.0025,FUBAR2,26,0.517243531227423,0.0495113251547714,1.61147132696883,nobias,ds
128,0.0025,FUBAR2,27,0.960281686389294,0.0355619415911298,3.26954927464632,nobias,ds
128,0.0025,FUBAR2,28,0.403471841470869,0.0529142382683406,1.4383224949546,nobias,ds
128,0.0025,FUBAR2,29,0.677898473063957,0.0368086749943254,2.53791024997745,nobias,ds
128,0.0025,FUBAR2,30,0.326612168578766,0.0541151141137242,1.30773055534951,nobias,ds
128,0.0025,FUBAR2,31,0.249948156110829,0.0529126753394249,1.19982790886313,nobias,ds
128,0.0025,FUBAR2,32,0.370274907289549,0.0408100091477047,1.49743238906727,nobias,ds
128,0.0025,FUBAR2,33,0.838307472881744,0.0558610074693082,2.1419722562262,nobias,ds
128,0.0025,FUBAR2,34,0.461236266306909,-0.0422565072147966,1.54955589106702,nobias,ds
128,0.0025,FUBAR2,35,0.390929674787373,0.0470848738223957,1.72131075200719,nobias,ds
128,0.0025,FUBAR2,36,0.581148148899477,0.0501134945029123,1.75609228007528,nobias,ds
128,0.0025,FUBAR2,37,0.492192316629186,0.0431074554734828,1.76586499061428,nobias,ds
128,0.0025,FUBAR2,38,0.719831030033274,0.0422069665413142,2.35058614669229,nobias,ds
128,0.0025,FUBAR2,39,1.12830475753007,0.0353978289556188,3.97724212201777,nobias,ds
128,0.0025,FUBAR2,40,0.54572483120913,0.0335815321209959,2.62068262156742,nobias,ds
128,0.0025,FUBAR2,41,0.459182357965361,0.0311415837193848,1.80353626989268,nobias,ds
128,0.0025,FUBAR2,42,0.403363024688663,0.0418455844310702,1.8676656047019,nobias,ds
128,0.0025,FUBAR2,43,0.798774578200538,0.027735714648733,2.87804639519615,nobias,ds
128,0.0025,FUBAR2,44,0.231895658330766,0.0476335107293417,1.31063980372607,nobias,ds
128,0.0025,FUBAR2,45,0.506121846777849,-0.190632310571116,1.63389972542741,nobias,ds
128,0.0025,FUBAR2,46,0.509699651164773,0.0441435226690065,1.62513673039846,nobias,ds
128,0.0025,FUBAR2,47,0.674304766818917,0.0385270629084936,2.00085364352874,nobias,ds
128,0.0025,FUBAR2,48,0.439412054920178,0.0486038961415742,1.36843071733219,nobias,ds
128,0.0025,FUBAR2,49,0.393452598018028,0.0605014095170672,1.25796497802649,nobias,ds
128,0.0025,FUBAR2,50,0.928565786103982,0.0298122732300776,3.18339634350124,nobias,ds
128,0.0025,SLAC2,1,0.4123759827898,0.129228048288732,0.857771999364038,nobias,ds
128,0.0025,SLAC2,2,0.263360657383707,0.211062118874986,0.394787741642808,nobias,ds
128,0.0025,SLAC2,4,0.267819345969895,0.219708205301727,0.442213412056071,nobias,ds
128,0.0025,SLAC2,7,0.0593813227362283,0.109532997553538,0.173910755743838,nobias,ds
128,0.0025,SLAC2,12,0.42096075220824,-0.0893395606810064,0.686100736755664,nobias,ds
128,0.0025,SLAC2,34,0.099359060769571,0.123857557568947,0.197797024457079,nobias,ds
128,0.0025,SLAC2,45,0.400752542187971,0.193223075356944,0.668863924680388,nobias,ds
128,0.01,FEL2,2,282.083461452336,0.0202284405933226,1678.19562473672,nobias,ds
128,0.01,FEL2,3,0.252042325223225,0.0197531441873348,1.22986066400735,nobias,ds
128,0.01,FEL2,6,0.278591385236916,-0.0773660403471739,1.09379331853517,nobias,ds
128,0.01,FEL2,7,0.26337710618053,-0.0147257185118114,1.32815912990853,nobias,ds
128,0.01,FEL2,9,0.306401307788757,-0.0320161186787891,1.30086077772921,nobias,ds
128,0.01,FEL2,10,0.404934490250405,-0.126794266020893,1.29141825304705,nobias,ds
128,0.01,FEL2,11,0.588448389480868,-0.0888610752526185,1.65574095374258,nobias,ds
128,0.01,FEL2,12,0.345988616785371,0.0390009053921341,1.22731796167248,nobias,ds
128,0.01,FEL2,16,0.527430183398965,0.0181604720652379,1.42933559594633,nobias,ds
128,0.01,FEL2,17,0.323671472944954,0.0153777846257717,1.63467051229938,nobias,ds
128,0.01,FEL2,18,0.264019146681665,0.0295316597117763,1.30523861420968,nobias,ds
128,0.01,FEL2,20,139.343018642086,0.0140284650849167,1178.39446950924,nobias,ds
128,0.01,FEL2,23,0.618043711365725,-0.102593410594424,1.85371238480473,nobias,ds
128,0.01,FEL2,24,0.478992771462281,-0.0873926693758108,1.51698787619814,nobias,ds
128,0.01,FEL2,25,133.581624871473,0.0134226038789079,1154.58575336502,nobias,ds
128,0.01,FEL2,27,156.833064137839,0.0158340624080048,1249.87637765693,nobias,ds
128,0.01,FEL2,28,123.70113808776,0.012519638491618,1111.00060413302,nobias,ds
128,0.01,FEL2,29,0.557750513596997,0.0218653548136771,1.61050314677499,nobias,ds
128,0.01,FEL2,31,0.367156330050456,-0.125677021628865,1.46831120996864,nobias,ds
128,0.01,FEL2,33,123.732995708994,0.0125469210212741,1111.00069907225,nobias,ds
128,0.01,FEL2,34,0.236820715334863,-0.088151089891033,1.33433456269106,nobias,ds
128,0.01,FEL2,35,128.46962664768,0.0127531388899119,1132.16480902575,nobias,ds
128,0.01,FEL2,36,0.361174273016593,-0.00194245704556227,1.30575569623879,nobias,ds
128,0.01,FEL2,37,0.309171639540446,-0.187947924199469,1.16060808757643,nobias,ds
128,0.01,FEL2,39,0.402508234841619,-0.0747479835688785,1.32571450998472,nobias,ds
128,0.01,FEL2,43,0.519601158923344,-0.0728466910699301,1.49516421991247,nobias,ds
128,0.01,FEL2,45,0.286394509216328,-0.187782230822431,1.32057556190118,nobias,ds
128,0.01,FEL2,47,0.420783440585837,-0.0091542061710885,1.53316791910322,nobias,ds
128,0.01,FEL2,48,0.234666342646618,0.0320789060109635,1.15725865622793,nobias,ds
128,0.01,FEL2,49,2.20295614344888,-0.000894457991132185,16.3563378558033,nobias,ds
128,0.01,FEL2,50,0.405637096475825,-0.0342290785129666,1.61882592793184,nobias,ds
128,0.01,FUBAR2,1,0.148103843922666,0.0558345150757766,1.0685323826569,nobias,ds
128,0.01,FUBAR2,2,0.207458875858617,-0.0923002665229044,1.19523074252845,nobias,ds
128,0.01,FUBAR2,3,-0.0917145098283814,0.0200068947991794,0.682579329322045,nobias,ds
128,0.01,FUBAR2,4,0.105960721758266,0.0640279007392776,0.879463343199018,nobias,ds
128,0.01,FUBAR2,5,-0.162277467395591,0.0801513326169894,0.467327945991089,nobias,ds
128,0.01,FUBAR2,6,-0.0592435049409188,-0.0672553374764953,0.590389804015011,nobias,ds
128,0.01,FUBAR2,7,0.0797238074147112,0.0172645889245846,0.870029980464842,nobias,ds
128,0.01,FUBAR2,8,-0.0864187052338947,0.0658379751789928,0.720120041395235,nobias,ds
128,0.01,FUBAR2,9,0.0567338521712947,0.00633348267682992,0.909338135368089,nobias,ds
128,0.01,FUBAR2,10,-0.0531711049214998,-0.0979239298509418,0.607390593543424,nobias,ds
128,0.01,FUBAR2,11,0.0411808844388647,-0.0440239985185933,0.950828861044352,nobias,ds
128,0.01,FUBAR2,12,-0.060947092550214,0.034706444718758,0.616957245270717,nobias,ds
128,0.01,FUBAR2,13,0.118284016763306,0.0424462844279907,1.35927377954192,nobias,ds
128,0.01,FUBAR2,14,-0.00522516668219076,0.069795581000181,0.785628545845861,nobias,ds
128,0.01,FUBAR2,15,-0.00715735147391254,0.061455299250977,0.778602433028126,nobias,ds
128,0.01,FUBAR2,16,-0.0493342624936159,0.00421692209497831,0.727874298705952,nobias,ds
128,0.01,FUBAR2,17,0.115456459765444,0.0284152733795013,1.22842682322647,nobias,ds
128,0.01,FUBAR2,18,-0.0096217444404136,0.029893623032766,0.758660206697981,nobias,ds
128,0.01,FUBAR2,19,0.0926785096600927,0.0357945605064449,1.55450984073156,nobias,ds
128,0.01,FUBAR2,20,0.0860523530122698,-0.00172317040899703,0.999463618752425,nobias,ds
128,0.01,FUBAR2,21,0.0947802161319438,0.0497976025368797,1.21256652631607,nobias,ds
128,0.01,FUBAR2,22,-0.0137662922322818,0.0734025315585966,0.709508674800697,nobias,ds
128,0.01,FUBAR2,23,0.052917329199185,-0.062453966667923,0.876624452738227,nobias,ds
128,0.01,FUBAR2,24,0.143591983994046,-0.0517301438563535,0.990925444870935,nobias,ds
128,0.01,FUBAR2,25,-0.0182751003586073,-0.0515034022953178,0.74514326118557,nobias,ds
128,0.01,FUBAR2,26,0.0661088575183163,0.071169327618056,0.905352191534779,nobias,ds
128,0.01,FUBAR2,27,0.129407393248935,0.00729402611715136,1.27931436168982,nobias,ds
128,0.01,FUBAR2,28,0.0327602716067784,0.0248270193199535,0.789175330595007,nobias,ds
128,0.01,FUBAR2,29,0.0989498526748106,0.00908646529845838,0.935175587330142,nobias,ds
128,0.01,FUBAR2,30,0.115655226298098,0.0627810852202599,0.900863394572224,nobias,ds
128,0.01,FUBAR2,31,0.0338683756925752,-0.0981770676874942,0.822295529254574,nobias,ds
128,0.01,FUBAR2,32,-0.0687271867511355,0.0745980069465291,0.554590771041649,nobias,ds
128,0.01,FUBAR2,33,0.157861525982792,0.0408060235377751,1.07996144087787,nobias,ds
128,0.01,FUBAR2,34,0.0765994007477204,-0.0324921991795292,0.89684524883073,nobias,ds
128,0.01,FUBAR2,35,0.037385994055885,-0.104163465634182,0.919570695803877,nobias,ds
128,0.01,FUBAR2,36,0.0608412876755289,0.00595272018004003,0.821387255586859,nobias,ds
128,0.01,FUBAR2,37,-0.0453674694419128,-0.179872761785279,0.698188022330059,nobias,ds
128,0.01,FUBAR2,38,-0.0408674574043832,0.0639088729335759,0.693824788713937,nobias,ds
128,0.01,FUBAR2,39,-0.0557347967645215,-0.0401534177286835,0.717813218153984,nobias,ds
128,0.01,FUBAR2,40,0.00846719935564991,0.0665804087108674,0.761645325437443,nobias,ds
128,0.01,FUBAR2,41,-0.0161363657696661,0.0839658010460932,0.623988566773484,nobias,ds
128,0.01,FUBAR2,42,0.120229516034944,0.06730123002046,0.948619406513789,nobias,ds
128,0.01,FUBAR2,43,-0.021018858405387,-0.0508644735037507,0.772813392445565,nobias,ds
128,0.01,FUBAR2,44,0.0470601389897963,0.0531445236568049,0.889634634896115,nobias,ds
128,0.01,FUBAR2,45,0.0450495271804476,-0.205930741309914,0.820532968535265,nobias,ds
128,0.01,FUBAR2,46,-0.155676733389127,0.0771147210866083,0.539884846252119,nobias,ds
128,0.01,FUBAR2,47,-0.0396251662475824,0.0031026270040119,0.926478864151726,nobias,ds
128,0.01,FUBAR2,48,0.132331672771957,0.0381589148633968,0.976819020850525,nobias,ds
128,0.01,FUBAR2,49,0.0419293431929216,-0.254826690977725,0.970289355123547,nobias,ds
128,0.01,FUBAR2,50,-0.0108906668199334,-0.0135468067055461,1.08788963667964,nobias,ds
128,0.01,SLAC2,2,0.822172728298512,-0.030092616443411,1.22776281775611,nobias,ds
128,0.01,SLAC2,3,0.586419403743681,0.117779614906717,0.921849193316109,nobias,ds
