ntaxa,bl,method,rep,estbias,r,rmsd,type,parameter
128,0.0025,FEL2,1,1.95937587424709,0.118763193045772,4.39402418863044,nobias,ds
128,0.0025,FEL2,3,1.75957933018401,-0.107742729267182,3.9697145518651,nobias,ds
128,0.0025,FEL2,4,3.0220242547963,-0.273446691916238,5.27610385444421,nobias,ds
128,0.0025,FEL2,5,1.64041450553334,-0.144088971437067,4.56627232513331,nobias,ds
128,0.0025,FEL2,6,336.104340782527,0.0342993187872843,1825.57307976115,nobias,ds
128,0.0025,FEL2,7,2.4037008228448,0.132489030418261,5.4174789315158,nobias,ds
128,0.0025,FEL2,8,2.2601805907525,0.0999003444656803,6.8919573264389,nobias,ds
128,0.0025,FEL2,9,2.37997597337135,0.135997477279207,5.53011359440972,nobias,ds
128,0.0025,FEL2,10,3.14097305945832,-0.236977806374448,7.16422454056422,nobias,ds
128,0.0025,FEL2,11,2.714167761079,-0.195644656263086,6.68937753318104,nobias,ds
128,0.0025,FEL2,13,6.09315866166704,-0.0447820933673904,17.2415937050318,nobias,ds
128,0.0025,FEL2,14,1.3091141380682,0.164157202120705,3.89062735031652,nobias,ds
128,0.0025,FEL2,15,2.55096404277658,-0.0249146915726622,5.73962948919645,nobias,ds
128,0.0025,FEL2,16,2.02793653670851,0.139736665862401,4.70775454826713,nobias,ds
128,0.0025,FEL2,17,2.43257902111672,-0.0455538209881966,4.43970177959058,nobias,ds
128,0.0025,FEL2,18,2.78328876205743,-0.279376008571636,5.80472835621042,nobias,ds
128,0.0025,FEL2,19,3.06519805510034,0.112750510961062,7.70670849367302,nobias,ds
128,0.0025,FEL2,20,1.85098821268228,-0.211860828279783,4.41478784191801,nobias,ds
128,0.0025,FEL2,21,2.00781385107778,-0.0851038838539202,4.07022976926822,nobias,ds
128,0.0025,FEL2,22,1.76403917070481,0.113718883240047,4.99924448840693,nobias,ds
128,0.0025,FEL2,23,2.48936619426312,0.0254357636486275,5.59492304029266,nobias,ds
128,0.0025,FEL2,24,2.55981151023366,-0.147985136653318,4.93422800262794,nobias,ds
128,0.0025,FEL2,25,1.96528551047943,-0.0282801924909327,5.4470495504375,nobias,ds
128,0.0025,FEL2,26,2.134405506491,0.00952388819972459,6.11114477810591,nobias,ds
128,0.0025,FEL2,27,1.20138415251192,-0.0605868752484946,3.08636584697445,nobias,ds
128,0.0025,FEL2,28,2.3173342252912,-0.159475985665326,4.73644012636906,nobias,ds
128,0.0025,FEL2,29,2.03051992409283,-0.407786592756543,5.32386902411737,nobias,ds
128,0.0025,FEL2,30,2.85369444361812,-0.135930515572204,7.04067719826055,nobias,ds
128,0.0025,FEL2,31,1.31167630743319,-0.0138474371078695,3.43945108762105,nobias,ds
128,0.0025,FEL2,32,2.57322545661787,-0.29147034505056,5.57193977640297,nobias,ds
128,0.0025,FEL2,33,2.12455166899055,0.105646184666831,5.56957984654633,nobias,ds
128,0.0025,FEL2,34,2.55976361427202,0.0968334351813699,5.63873297242129,nobias,ds
128,0.0025,FEL2,35,360.358498255297,0.0538516893901163,1889.64163357631,nobias,ds
128,0.0025,FEL2,36,1.71995837264903,-0.065968833749365,5.47427459581985,nobias,ds
128,0.0025,FEL2,37,1.58036021783501,0.139413750421218,3.63357317796446,nobias,ds
128,0.0025,FEL2,38,2.80552673784478,-0.0130178835942047,4.54751588229468,nobias,ds
128,0.0025,FEL2,39,2.36231863681428,-0.488770374634975,7.795522758292,nobias,ds
128,0.0025,FEL2,40,2.99348614829373,-0.415966174515637,7.19336113645713,nobias,ds
128,0.0025,FEL2,42,2.0367693425056,-0.1768272948922,4.70422379821564,nobias,ds
128,0.0025,FEL2,43,2.35493209898311,0.143372338996355,4.87831076431682,nobias,ds
128,0.0025,FEL2,44,2.75572210471249,-0.0798463385660933,6.24016058939916,nobias,ds
128,0.0025,FEL2,45,1.60114903103967,-0.112694294738623,4.35673192553066,nobias,ds
128,0.0025,FEL2,46,2.16857663366459,0.143008579446299,4.47702420132875,nobias,ds
128,0.0025,FEL2,47,4.13859226138723,0.126212420287187,8.87369684201286,nobias,ds
128,0.0025,FEL2,48,2.58136538126496,0.0405539751649407,5.69604426914614,nobias,ds
128,0.0025,FEL2,49,3.14749326520042,0.0438515289865302,8.50517196686711,nobias,ds
128,0.0025,FEL2,50,2.227460658223,-0.286418585012572,4.42203034043639,nobias,ds
128,0.0025,FUBAR2,1,0.688642082981087,0.0433775687183971,2.04438176983785,nobias,ds
128,0.0025,FUBAR2,2,0.482458138705537,0.0448859104091845,1.8287547013342,nobias,ds
128,0.0025,FUBAR2,3,0.439203895899682,-0.0814495209193879,1.56284452087185,nobias,ds
128,0.0025,FUBAR2,4,0.599793710451423,0.00801873076885152,1.83262111630007,nobias,ds
128,0.0025,FUBAR2,5,0.886617585369445,0.0566015980560739,2.25125426785572,nobias,ds
128,0.0025,FUBAR2,6,1.16431694726693,0.0469278349731164,2.93740678650787,nobias,ds
128,0.0025,FUBAR2,7,0.946576875606075,0.0371220469154809,2.21403126465936,nobias,ds
128,0.0025,FUBAR2,8,0.879489528240353,0.0426170831295821,3.37620395103246,nobias,ds
128,0.0025,FUBAR2,9,0.862784475058737,0.0224668270408954,2.35481834300805,nobias,ds
128,0.0025,FUBAR2,10,1.03863954077747,-0.0385992730418068,2.89045203098572,nobias,ds
128,0.0025,FUBAR2,11,0.753493522696968,0.0292950913582254,3.05476649932169,nobias,ds
128,0.0025,FUBAR2,12,0.758701972881527,0.0616360663783173,1.74062254656884,nobias,ds
128,0.0025,FUBAR2,13,1.65704301344945,0.0336986238517964,3.45723236675425,nobias,ds
128,0.0025,FUBAR2,14,0.999923757878623,-0.0147518295756544,1.71392726636965,nobias,ds
128,0.0025,FUBAR2,15,0.71680114244763,0.0437429610933877,2.45785742745796,nobias,ds
128,0.0025,FUBAR2,16,0.622201172378377,0.0524522096343705,1.93356295225749,nobias,ds
128,0.0025,FUBAR2,17,0.716017235293113,0.0410900292175196,2.42531754997084,nobias,ds
128,0.0025,FUBAR2,18,0.781429627717173,-0.259803530438011,2.63025748469995,nobias,ds
128,0.0025,FUBAR2,19,1.32914410893684,0.0657014395268388,2.99101964167695,nobias,ds
128,0.0025,FUBAR2,20,0.636733373876379,0.0300717459010501,1.9269734016404,nobias,ds
128,0.0025,FUBAR2,21,0.476699681990151,0.0244292747560111,1.85888798704838,nobias,ds
128,0.0025,FUBAR2,22,1.04882116859273,0.0523109140165108,2.1330397568249,nobias,ds
128,0.0025,FUBAR2,23,0.659982746435227,0.0299479546964163,2.76794999691237,nobias,ds
128,0.0025,FUBAR2,24,0.796742534887201,0.0354161078417103,2.38579470257562,nobias,ds
128,0.0025,FUBAR2,25,0.878643283049095,0.0288901948974493,2.73120991294641,nobias,ds
128,0.0025,FUBAR2,26,0.654712204536148,0.0518042576324624,2.88753778111712,nobias,ds
128,0.0025,FUBAR2,27,0.378844844635339,0.0588933145079609,1.32461097774629,nobias,ds
128,0.0025,FUBAR2,28,0.770578713823635,0.0302623514111644,2.29820851337023,nobias,ds
128,0.0025,FUBAR2,29,0.821186108034363,-0.398674424935334,2.44437643112928,nobias,ds
128,0.0025,FUBAR2,30,0.946629008244173,0.0323240160536576,2.85043543931447,nobias,ds
128,0.0025,FUBAR2,31,0.550008078280926,0.0816105464728184,1.656837629603,nobias,ds
128,0.0025,FUBAR2,32,0.828531941299012,0.0665647693312736,2.31871232356683,nobias,ds
128,0.0025,FUBAR2,33,0.925768825124136,0.0412313785775431,2.53298062243682,nobias,ds
128,0.0025,FUBAR2,34,0.795862553243034,0.0713188500856099,2.31995174298286,nobias,ds
128,0.0025,FUBAR2,35,0.684148400065922,0.0195367410873606,2.14490808807742,nobias,ds
128,0.0025,FUBAR2,36,0.853984735544611,0.0626366588565314,2.42796478035463,nobias,ds
128,0.0025,FUBAR2,37,0.558208758885747,0.0924690152251982,1.45914023890441,nobias,ds
128,0.0025,FUBAR2,38,0.432122016458787,0.0428201799248937,1.90874428810141,nobias,ds
128,0.0025,FUBAR2,39,1.71818880077497,-0.442887964901992,3.4017561914649,nobias,ds
128,0.0025,FUBAR2,40,1.00303247860674,0.00911841026088674,3.11138969656318,nobias,ds
128,0.0025,FUBAR2,41,0.658144213206563,0.0327990928320893,2.85357112006113,nobias,ds
128,0.0025,FUBAR2,42,0.59876769377779,0.0571447139990487,1.81300511866224,nobias,ds
128,0.0025,FUBAR2,43,0.521613095904779,0.0528741290669553,2.28691872820201,nobias,ds
128,0.0025,FUBAR2,44,0.834047449451941,0.0476122572632067,2.87738834071009,nobias,ds
128,0.0025,FUBAR2,45,0.596155179670455,0.037289566716624,1.86434779656415,nobias,ds
128,0.0025,FUBAR2,46,0.717817293941356,0.0417187647943084,2.30238419075217,nobias,ds
128,0.0025,FUBAR2,47,1.2568036213482,0.0624097448872892,3.21463323850614,nobias,ds
128,0.0025,FUBAR2,48,1.01677037582621,0.0563385918985065,2.65138759553243,nobias,ds
128,0.0025,FUBAR2,49,1.24906640711658,-0.00281511942522958,3.13243182445233,nobias,ds
128,0.0025,FUBAR2,50,0.625237233469998,0.0329430547829153,1.8990633113951,nobias,ds
128,0.0025,SLAC2,1,0.773462260797545,0.40104915761131,0.954338792000016,nobias,ds
128,0.0025,SLAC2,3,0.275342270895192,0.238352335208506,0.445232622934103,nobias,ds
128,0.0025,SLAC2,4,0.180509279428371,-0.0197428787000651,0.323043214527004,nobias,ds
128,0.0025,SLAC2,5,0.737996630247119,-0.212133032237436,1.06476722762439,nobias,ds
128,0.0025,SLAC2,6,0.497541030135271,0.337640428523778,0.720401105618707,nobias,ds
128,0.0025,SLAC2,8,0.697456231900401,0.264125065998692,1.03466055072092,nobias,ds
128,0.0025,SLAC2,9,0.34880244770295,-0.302289584129935,0.47619985233918,nobias,ds
128,0.0025,SLAC2,10,0.281793178285026,0.278595181244784,0.437017385465364,nobias,ds
128,0.0025,SLAC2,11,0.373771410127132,0.239069914331988,0.578923873659682,nobias,ds
128,0.0025,SLAC2,13,0.145827595808503,0.244383625113479,0.346069876088824,nobias,ds
128,0.0025,SLAC2,15,0.528481720241934,0.344988668454466,0.693336331510089,nobias,ds
128,0.0025,SLAC2,16,0.443014328347832,0.260019535509409,0.751218018187268,nobias,ds
128,0.0025,SLAC2,17,0.723920244955398,0.0533416566597194,1.14749103007174,nobias,ds
128,0.0025,SLAC2,18,0.251808187337439,0.00344707506165511,0.54486332242668,nobias,ds
128,0.0025,SLAC2,20,0.326350755208495,0.271845113426232,0.588824792040291,nobias,ds
128,0.0025,SLAC2,21,0.645797709819444,0.0364982771112656,0.957788957986272,nobias,ds
128,0.0025,SLAC2,23,0.258110440842879,0.174427534579599,0.430987728221487,nobias,ds
128,0.0025,SLAC2,24,0.434598467083024,0.150049555622361,0.520713054323728,nobias,ds
128,0.0025,SLAC2,25,0.353657523259605,0.266169893353185,0.535199473117318,nobias,ds
